,0
HP:0000118 | Phenotypic abnormality,1
HP:0001097 | Keratoconjunctivitis sicca,1
HP:0500046 | Seborrhoeic blepharitis,1
HP:0030638 | Congenital stationary night blindness with normal fundus,1
HP:0030639 | Congenital stationary night blindness with abnormal fundus,1
HP:0011516 | Achromatopsia,1
HP:0011517 | Cone monochromacy,1
HP:0030586 | Abnormal Ishihara plate test,1
HP:0030585 | Red desaturation,1
HP:0030587 | Abnormal Hardy-Rand-Rittler plate test,1
HP:0000642 | Red-green dyschromatopsia,1
HP:0011519 | Anomalous trichromacy,1
HP:0011518 | Dichromacy,1
HP:0200068 | Nonprogressive visual loss,1
HP:0000529 | Progressive visual loss,1
HP:0030531 | Altitudinal visual field defect,1
HP:0007987 | Progressive visual field defects,1
HP:0030644 | Blind-spot enlargment,1
HP:0001133 | Constriction of peripheral visual field,1
HP:0030588 | Abnormal visual field test,1
HP:0001129 | Large central visual field defect,1
HP:0012377 | Hemianopia,1
HP:0000575 | Scotoma,1
HP:0007854 | Glaucomatous visual field defect,1
HP:0032037 | Mildly reduced visual acuity,1
HP:0000646 | Amblyopia,1
HP:0032123 | Ultra-low vision,1
HP:0032122 | Very low visual acuity,1
HP:0001141 | Severely reduced visual acuity,1
HP:0001117 | Sudden loss of visual acuity,1
HP:0000618 | Blindness,1
HP:0030532 | Visual acuity test abnormality,1
HP:0030515 | Moderately reduced visual acuity,1
HP:0000718 | Aggressive behavior,1
HP:0100716 | Self-injurious behavior,1
HP:0008760 | Violent behavior,1
HP:0000741 | Apathy,1
HP:0012672 | Akinetic mutism,1
HP:0012671 | Abulia,1
HP:0030216 | Inertia,1
HP:0002332 | Lack of peer relationships,1
HP:4000085 | Reduced object sharing,1
HP:0008763 | No social interaction,1
HP:0000728 | Impaired ability to form peer relationships,1
HP:4000082 | Reduced collaborative play,1
HP:4000084 | Reduced sharing of interests,1
HP:4000083 | Absence of interest in peers,1
HP:4000080 | Lack of social initiations,1
HP:4000077 | Fixated interest with abnormal focus,1
HP:4000078 | Fixated interest with abnormal intensity,1
HP:4000092 | Poor conversational reciprocity,1
HP:0000758 | Abnormal nonverbal communicative behavior,1
HP:4000072 | Abnormal verbal communicative behavior,1
HP:0033543 | Nicotine addiction,1
HP:0033515 | Opioid addiction,1
HP:0033516 | Benzodiazepine addiction,1
HP:0033512 | Stimulant addiction,1
HP:0025382 | Hypodipsia,1
HP:0001959 | Polydipsia,1
HP:0030221 | Sweet craving,1
HP:0030842 | Choking episodes,1
HP:0011856 | Pica,1
HP:0012523 | Oral aversion,1
HP:0002591 | Polyphagia,1
HP:0030083 | Salt craving,1
HP:0100739 | Bulimia,1
HP:0031355 | Maintenance insomnia,1
HP:0031356 | Terminal insomnia,1
HP:0031354 | Sleep onset insomnia,1
HP:0025235 | Non-rapid eye movement parasomnia,1
HP:0031873 | Early chronotype,1
HP:0031874 | Late chronotype,1
HP:0031849 | Sleep-wake inversion,1
HP:0006932 | Transient psychotic episodes,1
HP:0031472 | Risk taking,1
HP:0100710 | Impulsivity,1
HP:0030220 | Socially inappropriate behavior,1
HP:0000748 | Inappropriate laughter,1
HP:0030215 | Inappropriate crying,1
HP:0008768 | Inappropriate sexual behavior,1
HP:0025269 | Panic attack,1
HP:0025253 | Claustrophobia,1
HP:0000739 | Anxiety,1
HP:0000756 | Agoraphobia,1
HP:0033845 | Sense of impending doom,1
HP:0012076 | Borderline personality disorder,1
HP:0012077 | Histrionic personality disorder,1
HP:0032939 | Physiological reactivity to cues,1
HP:0032941 | Intense psychological distress to cues,1
HP:0032938 | Recurrent trauma-related distressing dreams,1
"HP:0032937 | Recurrent, involuntary and intrusive distressing memories",1
HP:0007017 | Progressive forgetfulness,1
HP:0010534 | Transient global amnesia,1
HP:0033688 | Long term memory impairment,1
HP:0033687 | Short term memory impairment,1
HP:0000726 | Dementia,1
HP:0002344 | Progressive neurologic deterioration,1
HP:0002333 | Motor deterioration,1
HP:0002361 | Psychomotor deterioration,1
HP:0007086 | Social and occupational deterioration,1
HP:0001325 | Hypoglycemic coma,1
HP:0011973 | Paroxysmal lethargy,1
HP:0031258 | Delirium,1
HP:0002330 | Paroxysmal drowsiness,1
"HP:0008376 | Nasal, dysarthic speech",1
HP:0002464 | Spastic dysarthria,2
HP:0001344 | Absent speech,1
HP:0010863 | Receptive language delay,1
HP:0002474 | Expressive language delay,1
HP:0033848 | Receptive aphasia,1
HP:0002427 | Expressive aphasia,1
HP:0033849 | Bilingual aphasia,1
HP:0030784 | Anomic aphasia,1
HP:0011344 | Severe global developmental delay,1
HP:0011342 | Mild global developmental delay,1
HP:0011343 | Moderate global developmental delay,1
HP:0012736 | Profound global developmental delay,1
HP:0010862 | Delayed fine motor development,1
HP:0002194 | Delayed gross motor development,1
HP:0032988 | Persistent head lag,1
HP:0032680 | Focal cognitive seizure,1
HP:0032682 | Focal aware non-motor seizure,2
HP:0011173 | Focal behavior arrest seizure,1
HP:0011154 | Focal autonomic seizure,1
HP:0025613 | Focal emotional seizure,1
HP:0033348 | Epileptic aura,1
HP:0032716 | Focal impaired awareness non-motor seizure,2
HP:0011147 | Typical absence seizure,1
HP:0011150 | Myoclonic absence seizure,1
HP:0007270 | Atypical absence seizure,1
HP:0011149 | Absence seizure with eyelid myoclonia,2
HP:0001327 | Photosensitive myoclonic seizure,2
HP:0032855 | Photosensitive myoclonic-tonic-clonic seizure,2
HP:0007207 | Photosensitive tonic-clonic seizure,2
HP:0032666 | Hyperkinetic status epilepticus,1
HP:0032667 | Myoclonic status epilepticus,1
HP:0032663 | Focal motor status epilepticus,1
HP:0032670 | Tonic status epilepticus,1
HP:0032868 | Super-refractory status epilepticus,1
HP:0032671 | Non-convulsive status epilepticus without coma,1
HP:0032659 | Non-convulsive status epilepticus with coma,1
HP:0032662 | Focal-onset seizure evolving into bilateral convulsive status epilepticus,2
HP:0032661 | Generalized convulsive status epilepticus,2
HP:0032712 | Focal impaired awareness motor seizure,2
HP:0002373 | Febrile seizure (within the age range of 3 months to 6 years),1
HP:0032895 | Febrile seizure outside the age of 3 months to 6 years,1
HP:0032809 | Neonatal electro-clinical seizure,1
HP:0032811 | Neonatal electrographic only seizure,1
HP:0002266 | Focal clonic seizure,2
HP:0011169 | Generalized clonic seizure,2
HP:0011167 | Focal tonic seizure,2
HP:0010818 | Generalized tonic seizure,2
HP:0011170 | Generalized myoclonic-atonic seizure,1
HP:0032795 | Generalized myoclonic-tonic-clonic seizure,1
HP:0002123 | Generalized myoclonic seizure,2
HP:0032887 | Generalized atonic seizure,2
HP:0032842 | Generalized-onset epileptic spasm,2
HP:0020220 | Focal atonic seizure,2
HP:0020217 | Focal aware motor seizure,2
HP:0032898 | Focal automatism seizure,1
HP:0032846 | Focal motor seizure with negative myoclonus,1
HP:0011175 | Focal motor seizure with version,1
HP:0032715 | Focal bilateral motor seizure,1
HP:0011174 | Focal hyperkinetic seizure,1
HP:0032718 | Focal motor seizure with dystonia,1
HP:0032720 | Focal motor seizure with dysarthria/anarthria,1
HP:0032843 | Focal-onset epileptic spasm,2
HP:0032721 | Focal motor seizure with paresis/paralysis,1
HP:0011166 | Focal myoclonic seizure,2
HP:0012469 | Infantile spasms,1
HP:0032797 | Focal aware sensory seizure with olfactory features,2
HP:0032804 | Focal impaired awareness sensory seizure with olfactory features,2
HP:0012661 | Hypothalamic hypometabolism in FDG PET,1
HP:0012659 | Prefrontal hypometabolism in FDG PET,1
HP:0012660 | Thalamic hypometabolism in FDG PET,1
HP:0012662 | Parietal hypometabolism in FDG PET,1
HP:0025051 | Reduced brain creatine level by MRS,1
HP:0025050 | Elevated brain creatine level by MRS,1
HP:0025046 | Reduced brain lactate level by MRS,1
HP:0012707 | Elevated brain lactate level by MRS,1
HP:0025048 | Reduced brain choline level by MRS,1
HP:0012706 | Elevated brain choline level by MRS,1
HP:0012708 | Reduced brain N-acetyl aspartate level by MRS,1
HP:0025053 | Elevated brain N-acetyl aspartate level by MRS,1
HP:0030980 | Reduced brain glutamine level by MRS,1
HP:0034495 | Elevated brain glutamine level by MRS,1
HP:0031006 | Acroparesthesia,1
HP:0010833 | Spontaneous pain sensation,1
HP:0007328 | Impaired pain sensation,1
HP:0010834 | Trophic changes related to pain,1
HP:0012534 | Dysesthesia,1
HP:0006944 | Abolished vibration sense,1
HP:0002166 | Impaired vibration sensation in the lower limbs,1
HP:0006886 | Impaired distal vibration sensation,1
HP:0001284 | Areflexia,1
HP:0001265 | Hyporeflexia,1
HP:0031827 | Absent abdominal reflex,1
HP:0031829 | Absent cremaster reflex,1
HP:0003487 | Babinski sign,2
HP:0001348 | Brisk reflexes,1
HP:0007054 | Proximal hyperreflexia,1
HP:0006801 | Hyperactive deep tendon reflexes,1
HP:0002395 | Lower limb hyperreflexia,1
HP:0007034 | Generalized hyperreflexia,1
HP:0033683 | Jaw hyperreflexia,1
HP:0033330 | Impaired neck-righting reflex,1
HP:0030904 | Glabellar reflex,1
HP:0030903 | Grasp reflex,1
HP:0030906 | Suck reflex,1
HP:0030902 | Palmomental reflex,1
HP:0032549 | Persistent asymmetrical tonic neck reflex,1
HP:0030905 | Snout reflex,1
HP:0031957 | Spastic hemiparetic gait,1
HP:0031958 | Spastic paraparetic gait,1
HP:0007240 | Progressive gait ataxia,1
HP:0012651 | Abasia,1
"HP:0006962 | Gait instability, worse in the dark",1
HP:0031856 | Hobby horse gait,1
HP:0031848 | Cock-walk gait,1
HP:0007311 | Short stepped shuffling gait,1
HP:0006915 | Inability to walk by childhood/adolescence,1
HP:0002505 | Loss of ambulation,1
HP:0031960 | Arm dystonia,1
HP:0031959 | Leg dystonia,1
HP:0002356 | Writer's cramp,1
HP:0012179 | Craniofacial dystonia,1
HP:0012462 | Chin myoclonus,1
HP:0025097 | Eyelid myoclonus,1
HP:0003739 | Myoclonic spasms,1
HP:0031986 | Polyminimyoclonus,1
HP:0007000 | Morning myoclonic jerks,1
HP:0012323 | Sleep myoclonus,1
HP:0010530 | Palatal tremor,1
HP:0010531 | Spinal myoclonus,1
HP:0025357 | Erratic myoclonus,1
HP:0040148 | Cortical myoclonus,1
HP:0034360 | Action myoclonus,1
HP:0045084 | Limb myoclonus,1
HP:0012171 | Stereotypical hand wringing,1
HP:0012172 | Stereotypical body rocking,1
HP:0001483 | Eye poking,1
HP:0008762 | Repetitive compulsive behavior,1
HP:0030218 | Punding,1
HP:0100023 | Recurrent hand flapping,1
HP:0100703 | Tongue thrusting,1
HP:0001266 | Choreoathetosis,2
HP:0100035 | Phonic tics,1
HP:0100034 | Motor tics,1
HP:0011449 | Knee clonus,1
HP:0011728 | Elbow clonus,1
HP:0030188 | Tremor by anatomical site,1
HP:0002322 | Resting tremor,1
HP:0002345 | Action tremor,1
HP:0030665 | Rubral tremor,1
HP:0033414 | Lower extremity hypokinesia,1
HP:0033413 | Upper extremity hypokinesia,1
HP:0033412 | Upper extremity akinesia,1
HP:0033411 | Lower extremity akinesia,1
HP:0032507 | Labiomental fasciculations,1
HP:0004466 | Prolonged brainstem auditory evoked potentials,1
HP:0004463 | Absent brainstem auditory responses,1
HP:0012897 | Abnormal upper-limb motor evoked potentials,1
HP:0012898 | Abnormal lower-limb motor evoked potentials,1
HP:0001312 | Giant somatosensory evoked potentials,1
HP:0100290 | Abnormality of peripheral somatosensory evoked potentials,1
HP:0001340 | Enhancement of the C-reflex,1
HP:0007104 | Prolonged somatosensory evoked potentials,1
HP:0100291 | Abnormality of central somatosensory evoked potentials,1
HP:0011201 | EEG with changes in voltage,1
HP:0011176 | EEG with constitutional variants,1
HP:0025373 | Interictal EEG abnormality,1
HP:0011202 | EEG with diffuse acceleration,1
HP:0011203 | EEG with abnormally slow frequencies,1
HP:0010852 | EEG with photoparoxysmal response,1
HP:0040129 | Abnormal nerve conduction velocity,1
HP:0030179 | Abnormal peripheral action potential amplitude,1
HP:0010875 | Chaddock reflex,1
HP:0030181 | Gordon reflex,1
HP:0031993 | Hoffmann sign,1
HP:0030180 | Oppenheim reflex,1
HP:0034353 | Appendicular spasticity,1
HP:0002179 | Opisthotonus,1
HP:0002501 | Spasticity of pharyngeal muscles,1
HP:0002191 | Progressive spasticity,1
HP:0010551 | Paraplegia/paraparesis,1
HP:0030182 | Tetraplegia/tetraparesis,1
HP:0004374 | Hemiplegia/hemiparesis,1
HP:0007158 | Progressive extrapyramidal muscular rigidity,1
HP:0002548 | Parkinsonism with favorable response to dopaminergic medication,1
HP:0040201 | Simultanapraxia,1
HP:0002070 | Limb ataxia,1
HP:0002131 | Episodic ataxia,1
HP:0002073 | Progressive cerebellar ataxia,1
HP:0002078 | Truncal ataxia,1
HP:0002470 | Nonprogressive cerebellar ataxia,1
HP:0002497 | Spastic ataxia,1
HP:0001310 | Dysmetria,1
HP:0010867 | Dyssynergia,1
HP:0002075 | Dysdiadochokinesis,1
HP:0007164 | Slowed slurred speech,1
HP:0002370 | Poor coordination,1
HP:0002312 | Clumsiness,1
HP:0007015 | Poor gross motor coordination,1
HP:0007010 | Poor fine motor coordination,1
HP:0008153 | Periodic hypokalemic paresis,1
HP:0007215 | Periodic hyperkalemic paralysis,1
HP:0003397 | Generalized hypotonia due to defect at the neuromuscular junction,2
HP:0003436 | Prolonged miniature endplate currents,1
HP:0003402 | Decreased miniature endplate potentials,1
HP:0030203 | Unfavorable response of muscle weakness to acetylcholine esterase inhibitors,1
HP:0030202 | Favorable response of weakness to acetylcholine esterase inhibitors,1
HP:0045054 | Brachial plexus neuropathy,1
HP:0007233 | Clusters of axonal regeneration,1
HP:3000061 | Abnormality of infra-orbital nerve,1
HP:0007958 | Optic atrophy from cranial nerve compression,2
HP:0030175 | Myelin tomacula,1
HP:0004336 | Myelin outfoldings,1
HP:0030174 | Increased peripheral myelin thickness,1
HP:0007208 | Irregular myelin loops,1
HP:0030176 | Asymmetric peripheral demyelination,1
HP:0006881 | Diffuse peripheral demyelination,1
HP:0007107 | Segmental peripheral demyelination,1
HP:0003481 | Segmental peripheral demyelination/remyelination,1
HP:0007262 | Symmetric peripheral demyelination,1
HP:0003387 | Decreased number of large peripheral myelinated nerve fibers,1
HP:0007249 | Decreased number of small peripheral myelinated nerve fibers,1
HP:0003400 | Basal lamina onion bulb formation,1
HP:0003005 | Ganglioneuroma,1
HP:0031023 | Multiple mucosal neuromas,1
HP:0034347 | Greater auricular nerve thickening,1
HP:0010826 | Abnormality of the twelfth cranial nerve,1
HP:0007258 | Severe demyelination of the white matter,1
HP:0002545 | Patchy demyelination of subcortical white matter,1
HP:0007162 | Diffuse demyelination of the cerebral white matter,1
HP:0006978 | Dysmyelinating leukodystrophy,1
HP:0003269 | Sudanophilic leukodystrophy,1
HP:0006926 | Metachromatic leukodystrophy variant,1
HP:0033369 | Cavitating leukodystrophy,1
HP:0006808 | Cerebral hypomyelination,1
HP:0033846 | Spinal hypomyelination,1
HP:0007348 | Hypoplasia of the pyramidal tract,1
HP:0100322 | Aplasia of the pyramidal tract,1
HP:0008361 | Corticospinal tract pallor,1
HP:0012766 | Widened cerebral subarachnoid space,1
HP:0012765 | Widened cerebellar subarachnoid space,1
HP:0002126 | Polymicrogyria,1
HP:0009879 | Simplified gyral pattern,1
HP:0001339 | Lissencephaly,1
HP:0007227 | Macrogyria,1
HP:0032398 | Dysgyria,1
HP:0032391 | Subcortical heterotopia,1
HP:0007165 | Periventricular heterotopia,1
HP:0030726 | Spinal neurenteric cyst,1
HP:0030727 | Intracranial neurenteric cyst,1
HP:0410278 | Pituitary gland cyst,1
HP:0002350 | Cerebellar cyst,2
HP:0032578 | Third ventricle colloid cyst,2
HP:0012097 | Intracranial dermoid cyst,1
HP:0012096 | Intracranial epidermoid cyst,1
HP:0012488 | Intraventricular arachnoid cyst,2
HP:0006799 | Basal ganglia cysts,2
HP:0002416 | Subependymal cysts,2
HP:0012489 | Suprasellar arachnoid cyst,2
HP:0007109 | Periventricular cysts,2
HP:0012756 | CSF polymorphonuclear pleocytosis,1
HP:0200149 | CSF lymphocytic pleiocytosis,1
HP:0410311 | Hyposegmentation of neutrophil nuclei in CSF,1
HP:0041043 | Neutrophil nuclear clefts,1
HP:0410312 | Hypersegmentation of neutrophil nuclei in CSF,1
HP:0010953 | Noncommunicating hydrocephalus,1
HP:0001334 | Communicating hydrocephalus,1
HP:0006882 | Severe hydrocephalus,1
HP:0002343 | Normal pressure hydrocephalus,1
HP:0030978 | Decreased CSF/serum albumin ratio,1
HP:0025459 | Increased CSF/serum albumin ratio,1
HP:0003463 | Increased extraneuronal autofluorescent lipopigment,1
HP:0002074 | Increased neuronal autofluorescent lipopigment,1
HP:0007117 | Corticospinal tract atrophy,1
HP:0002314 | Degeneration of the lateral corticospinal tracts,1
HP:0002528 | Granulovacuolar degeneration,2
HP:0040140 | Degeneration of the striatum,2
HP:0006827 | Atrophy of the spinal cord,1
HP:0500028 | Cotton wool plaques,1
HP:0007354 | Amyotrophic lateral sclerosis,1
HP:0030779 | Ethmocephaly,1
HP:0006870 | Lobar holoprosencephaly,1
HP:0002507 | Semilobar holoprosencephaly,1
HP:0006988 | Alobar holoprosencephaly,1
HP:0025670 | Syntelencephaly,1
HP:0007376 | Abnormal choroid plexus morphology,1
HP:0100311 | Cerebral ventricular adhesions,1
HP:0002410 | Aqueductal stenosis,1
HP:0010950 | Abnormal fourth ventricle morphology,1
HP:0010951 | Abnormal third ventricle morphology,1
HP:0002119 | Ventriculomegaly,1
HP:0100960 | Lateral ventricular asymmetry,1
HP:0030047 | Abnormal lateral ventricle morphology,1
HP:0030693 | Supratentorial neoplasm,1
HP:0011441 | Abnormal medulla oblongata morphology,2
HP:0012755 | Enlarged brainstem,1
HP:0012501 | Abnormal brainstem white matter morphology,1
HP:0034405 | Enlarged tectum,1
HP:0033645 | Midline brainstem cleft,1
HP:0007361 | Abnormal pons morphology,2
HP:0002508 | Brainstem dysplasia,1
HP:0012793 | Kinked brainstem,1
HP:0002512 | Brain stem compression,1
HP:0012747 | Abnormal brainstem MRI signal intensity,1
HP:0034258 | Aplasia/Hypoplasia of the midbrain,1
HP:0034254 | Face of the giant panda sign,1
HP:0045007 | Abnormal substantia nigra morphology,2
HP:0033679 | Abnormal red nucleus morphology,1
HP:0002419 | Molar tooth sign on MRI,1
HP:0040327 | Abnormal morphology of the olfactory bulb,1
HP:0025057 | Abnormality of olfactory lobe morphology,1
HP:0020128 | Aplasia of the olfactory tract,1
HP:0007343 | Abnormal morphology of the limbic system,1
HP:0002060 | Abnormal cerebral morphology,1
HP:0010662 | Abnormality of the diencephalon,1
HP:0011283 | Abnormal metencephalon morphology,1
HP:0002454 | Eye of the tiger anomaly of globus pallidus,2
HP:0012678 | Iron accumulation in substantia nigra,2
HP:0033715 | Hippocampal sclerosis,2
HP:0025037 | Hypothalamic gliosis,1
HP:0012698 | Cerebellar gliosis,2
HP:0006999 | Basal ganglia gliosis,2
HP:0006990 | Myelin-dependent gliosis,1
HP:0011960 | Substantia nigra gliosis,2
HP:0002446 | Astrocytosis,1
HP:0009592 | Astrocytoma,2
HP:0002888 | Ependymoma,1
HP:0010796 | Brainstem glioma,1
HP:0012174 | Glioblastoma multiforme,1
HP:0033681 | Oligodendroglioma,1
HP:0010795 | Cerebellar glioma,1
HP:0009734 | Optic nerve glioma,1
HP:0100709 | Reduction of oligodendroglia,1
HP:0007096 | Hypoplasia of the optic tract,1
HP:0010999 | Aplasia of the optic tract,1
HP:0002365 | Hypoplasia of the brainstem,1
HP:0001321 | Cerebellar hypoplasia,1
HP:0012642 | Cerebellar agenesis,1
HP:0006817 | Aplasia/Hypoplasia of the cerebellar vermis,2
HP:0007268 | Aprosencephaly,1
HP:0002323 | Anencephaly,2
HP:0007370 | Aplasia/Hypoplasia of the corpus callosum,2
HP:0006872 | Cerebral hypoplasia,1
HP:0025692 | Atelencephaly,1
HP:0006955 | Olivopontocerebellar hypoplasia,2
HP:0007016 | Corticospinal tract hypoplasia,1
HP:0012157 | Subcortical cerebral atrophy,1
HP:0007371 | Corpus callosum atrophy,3
HP:0006964 | Cerebral cortical neurodegeneration,1
HP:0002059 | Cerebral atrophy,1
HP:0007313 | Cerebral degeneration,1
HP:0007374 | Atrophy/Degeneration involving the caudate nucleus,2
HP:0100842 | Septo-optic dysplasia,2
HP:0025171 | Rosette-forming glioneuronal tumor,1
HP:0033664 | Ganglioglioma,1
HP:0033703 | Dysembryoplastic neuroepithelial tumor,1
HP:0004376 | Neuroblastic tumor,1
HP:0100312 | Cerebral germinoma,3
HP:0030392 | Choroid plexus carcinoma,2
HP:0002885 | Medulloblastoma,1
HP:0009713 | Spinal hemangioblastoma,2
HP:0010797 | Hemangioblastoma,1
HP:0034485 | Neuroepithelial cyst,2
HP:0100251 | Multiple central nervous system lipomas,2
HP:0034238 | Closed neural tube defect,1
HP:0034237 | Open neural tube defect,1
HP:0007274 | Recurrent bacterial meningitis,1
HP:0032159 | Fungal meningitis,1
HP:0007041 | Chronic lymphocytic meningitis,1
HP:0034387 | Bacterial encephalitis,1
HP:0002503 | Spinocerebellar tract degeneration,1
HP:0002341 | Cervical cord compression,1
HP:0007006 | Dorsal column degeneration,1
HP:0006825 | Pallor of dorsal columns of the spinal cord,1
HP:0100566 | Amyelia,1
HP:0100563 | Diastomatomyelia,1
HP:0003396 | Syringomyelia,1
HP:0100565 | Hydromyelia,1
HP:0100564 | Triplomyelia,1
HP:0100562 | Diplomyelia,1
HP:0002318 | Cervical myelopathy,1
HP:0030709 | Myelocystocele,1
HP:0100775 | Dural ectasia,1
HP:0009744 | Abnormal spinal dura mater morphology,2
HP:0010304 | Spinal meningeal diverticulum,1
HP:0009745 | Spinal arachnoid cyst,2
HP:0032267 | Empty delta sign,1
HP:0032268 | Dural tail sign,1
HP:0002144 | Tethered cord,1
HP:0031939 | Conus terminalis arteriovenous malformation,1
HP:0002414 | Spina bifida,1
HP:0030708 | Myeloschisis,2
HP:0010653 | Abnormality of the falx cerebri,1
HP:0034454 | Arachnoid granulation,1
HP:0100702 | Arachnoid cyst,1
HP:0100010 | Spinal meningioma,1
HP:0033714 | Multiple meningiomas,1
HP:0500089 | Optic nerve sheath meningioma,1
HP:0100009 | Intracranial meningioma,1
HP:0032478 | Lateral spinal meningocele,1
HP:0030730 | Parietal meningocele,1
HP:0002475 | Myelomeningocele,2
HP:0030729 | Frontoethmoidal meningocele,1
HP:0002436 | Occipital meningocele,1
HP:0030710 | Lipomeningocele,1
HP:0004024 | Medially sloping radial metaphysis,1
HP:0005043 | Proximal humeral metaphyseal irregularity,1
HP:0003919 | Sclerotic humeral metaphysis with longitudinal striations,1
HP:0005825 | Mixed sclerosis of humeral metaphyses,1
HP:0003921 | Laterally sloping humeral metaphysis,1
HP:0006202 | Osteolysis of scaphoids,2
HP:0009771 | Osteolytic defects of the phalanges of the hand,2
HP:0010030 | Osteolytic defects of the 1st metacarpal,2
HP:0004238 | Lytic defects of carpal bones,1
HP:0009422 | Broad distal phalanx of the 3rd finger,3
HP:0009430 | Broad middle phalanx of the 3rd finger,3
HP:0009450 | Broad proximal phalanx of the 3rd finger,3
HP:0009642 | Broad distal phalanx of the thumb,3
HP:0001222 | Spatulate thumbs,1
HP:0009630 | Broad proximal phalanx of the thumb,4
HP:0009293 | Broad middle phalanx of the 4th finger,3
HP:0009569 | Broad middle phalanx of the 2nd finger,3
HP:0009169 | Broad middle phalanx of the 5th finger,3
HP:0009581 | Broad proximal phalanx of the 2nd finger,3
HP:0009558 | Broad distal phalanx of the 2nd finger,3
HP:0009227 | Broad proximal phalanx of the 5th finger,3
HP:0009240 | Broad distal phalanx of the 5th finger,3
HP:0009880 | Broad distal phalanges of all fingers,1
HP:0009292 | Broad distal phalanx of the 4th finger,3
HP:0009310 | Broad proximal phalanx of the 4th finger,3
HP:0010027 | Broad 1st metacarpal,3
HP:0040061 | Osteosclerosis of the radius,2
HP:0003986 | Exostoses of the radius,2
HP:0003977 | Deformed radius,2
HP:0003068 | Madelung-like forearm deformities,1
HP:0003979 | Lytic defects of the radius,2
HP:0003995 | Abnormality of the radial head,1
HP:0045008 | Abnormal shape of the radius,1
HP:0003981 | Broad radius,3
HP:0003980 | Pseudarthrosis of the radius,2
HP:0006424 | Elongated radius,1
HP:0003984 | Posteriorly dislocated ulna,1
HP:0003990 | Pointed ulna,1
HP:0003988 | Long ulna,1
HP:0003989 | Notched ulna,1
HP:0003993 | Broad ulna,3
HP:0003991 | Osteosclerosis of the ulna,3
HP:0003985 | Exostoses of the ulna,2
HP:0006459 | Dorsal subluxation of ulna,1
HP:0004032 | Abnormal olecranon morphology,1
HP:0003992 | Slender ulna,3
HP:0040062 | Slender radius,3
HP:0033262 | Transphyseal fracture of the distal humerus,1
HP:0041088 | Avulsion fractured humerus,1
HP:0006145 | Central Y-shaped metacarpal,1
HP:0006070 | Metacarpophalangeal joint contracture,1
HP:0005880 | Metacarpophalangeal synostosis,3
HP:0006099 | Metacarpophalangeal joint hyperextensibility,1
HP:0001223 | Pointed proximal second through fifth metacarpals,1
HP:0010226 | Abnormality of the epiphysis of the 5th metacarpal,1
HP:0005900 | Fifth metacarpal with ulnar notch,1
HP:0009708 | Synostosis involving the 5th metacarpal,2
HP:0010045 | Aplasia/Hypoplasia of the 5th metacarpal,2
HP:0009609 | Duplication of the 1st metacarpal,2
HP:0010031 | Patchy sclerosis of the 1st metacarpal,2
HP:0009703 | Synostosis involving the 1st metacarpal,2
HP:0010029 | Curved 1st metacarpal,1
HP:0010028 | Bullet-shaped 1st metacarpal,1
HP:0010033 | Triangular shaped 1st metacarpal,1
HP:0010014 | Abnormality of the epiphysis of the 1st metacarpal,3
HP:0010026 | Aplasia/Hypoplasia of the 1st metacarpal,3
HP:0010039 | Aplasia/Hypoplasia of the 3rd metacarpal,2
HP:0010048 | Aplasia of metacarpal bones,1
HP:0010036 | Aplasia/Hypoplasia of the 2nd metacarpal,2
HP:0010049 | Short metacarpal,2
HP:0010042 | Aplasia/Hypoplasia of the 4th metacarpal,2
HP:0009705 | Synostosis involving the 2nd metacarpal,2
HP:0009707 | Synostosis involving the 4th metacarpal,2
HP:0009706 | Synostosis involving the 3rd metacarpal,2
HP:0100328 | Carpometacarpal synostosis,2
HP:0009171 | Triangular epiphyses of the metacarpals,2
HP:0006146 | Broad metacarpal epiphyses,1
HP:0006059 | Cone-shaped metacarpal epiphyses,2
HP:0009194 | Small epiphyses of the metacarpals,2
HP:0009196 | Absent metacarpal epiphyses,2
HP:0006134 | Enlarged metacarpal epiphyses,2
HP:0009193 | Pseudoepiphyses of the metacarpals,2
HP:0200050 | Bracket metacarpal epiphyses,1
HP:0009191 | Ivory epiphyses of the metacarpals,3
HP:0010220 | Abnormality of the epiphysis of the 2nd metacarpal,1
HP:0010224 | Abnormality of the epiphysis of the 4th metacarpal,1
HP:0005894 | Double first metacarpals,1
HP:0001501 | 6 metacarpals,1
HP:0010222 | Abnormality of the epiphysis of the 3rd metacarpal,1
HP:0003871 | Deformed humerus,1
HP:0003874 | Humerus varus,1
HP:0003866 | Coarse humeral trabeculae,1
HP:0003875 | Humeral lytic defects,1
HP:0003864 | Bifid humerus,1
HP:0003882 | Slender humerus,2
HP:0003872 | Humeral exostoses,2
HP:0003887 | Abnormal humeral head morphology,1
HP:0003870 | Crumpled humerus,1
HP:0003886 | Wide humerus,2
HP:0006441 | Lateral humeral condyle aplasia,1
HP:0003877 | Oval transradiancy of humerus,1
HP:0003885 | Undermodeled humerus,1
HP:0003883 | Tapered humerus,1
HP:0003879 | Humeral pseudarthrosis,1
HP:0003863 | Angulated humerus,1
HP:0003880 | Sclerotic foci of the humerus,1
HP:0041239 | Fractured manual digit 1 phalanx,2
HP:0041174 | Fractured distal phalanx of manus,3
HP:0041243 | Fractured proximal phalanx of manus,2
HP:0041236 | Fractured middle phalanx of manus,2
