#disease-db	disease-identifier	disease-name	negation	HPO-ID	reference	evidence-code	onset	frequencyHPO	modifier	sub-ontology	alt-names	curators	frequencyRaw	sex
OMIM	614842	Hypogonadotropic hypogonadism 13 with or without anosmia		HP:0000458	PMID:22335740	PCS		HP:0040285	 	P	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA	HPO:probinson[2013-08-10];HPO:probinson[2022-09-29]	0/4	-
OMIM	614852	Microcephaly 9, primary, autosomal recessive		HP:0001250	PMID:20598275	PCS		HP:0040285	 	P	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE	HPO:probinson[2022-10-08]	0/3	-
OMIM	614856	Osteogenesis imperfecta, type XIII	NOT	HP:0000365	OMIM:614856	TAS			 	P	OSTEOGENESIS IMPERFECTA, TYPE XIII	HPO:skoehler[2012-11-16]	-	-
OMIM	614856	Osteogenesis imperfecta, type XIII	NOT	HP:0000703	OMIM:614856	TAS			 	P	OSTEOGENESIS IMPERFECTA, TYPE XIII	HPO:skoehler[2012-11-16]	-	-
OMIM	614856	Osteogenesis imperfecta, type XIII	NOT	HP:0001249	OMIM:614856	TAS			 	P	OSTEOGENESIS IMPERFECTA, TYPE XIII	HPO:skoehler[2014-11-26]	-	-
OMIM	614885	Peroxisome biogenesis disorder 11B	NOT	HP:0001433	OMIM:614885	IEA			 	P	PEROXISOME BIOGENESIS DISORDER 11B	HPO:skoehler[2013-01-11]	-	-
OMIM	614896	Sinoatrial node dysfunction and deafness		HP:0025074	PMID:21131953	PCS		HP:0040285	 	P	SINOATRIAL NODE DYSFUNCTION AND DEAFNESS	HPO:probinson[2022-07-02]	0/6	-
OMIM	614897	Hypogonadotropic hypogonadism 16 with or without anosmia		HP:0001335	PMID:22416012	PCS		HP:0040285	 	P	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA	HPO:probinson[2022-10-02]	0/3	-
OMIM	614920	Peroxisome biogenesis disorder 14B	NOT	HP:0002353	OMIM:614920	TAS			 	P	PEROXISOME BIOGENESIS DISORDER 14B	HPO:skoehler[2017-07-13]	-	-
OMIM	614929	Ectodermal dysplasia 7, Hair/nail type		HP:0000164	PMID:24714551	PCS		HP:0040285	 	P	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE	HPO:skoehler[2014-11-26];HPO:probinson[2022-05-08]	0/4	-
OMIM	614929	Ectodermal dysplasia 7, Hair/nail type		HP:0000951	PMID:24714551	PCS		HP:0040285	 	P	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE	HPO:skoehler[2014-11-27];HPO:probinson[2022-05-08]	0/4	-
OMIM	614929	Ectodermal dysplasia 7, Hair/nail type		HP:0000971	PMID:24714551	PCS		HP:0040285	 	P	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE	HPO:skoehler[2013-06-10];HPO:probinson[2022-05-08]	0/4	-
OMIM	614931	Ectodermal dysplasia 9, Hair/nail type	NOT	HP:0000164	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, Hair/nail type	NOT	HP:0000478	PMID:23063621	IEA			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, Hair/nail type	NOT	HP:0000707	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, Hair/nail type	NOT	HP:0000924	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, Hair/nail type	NOT	HP:0000971	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, Hair/nail type	NOT	HP:0032226	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614934	Deafness, autosomal recessive 70		HP:0001751	PMID:23084290	PCS		HP:0040285	 	P	DEAFNESS, AUTOSOMAL RECESSIVE 70	HPO:probinson[2020-08-09];HPO:probinson[2022-08-23]	0/3	-
OMIM	614934	Deafness, autosomal recessive 70		HP:0100543	PMID:23084290	PCS		HP:0040285	 	P	DEAFNESS, AUTOSOMAL RECESSIVE 70	HPO:probinson[2020-08-09];HPO:probinson[2022-08-23]	0/3	-
OMIM	614963	Leptin receptor deficiency		HP:0001249	PMID:9537324	PCS		HP:0040285	 	P	LEPTIN RECEPTOR DEFICIENCY	HPO:probinson[2022-11-06]	0/3	-
OMIM	615067	Ciliary dyskinesia, primary, 20	NOT	HP:0000144	OMIM:615067	TAS			 	P	CILIARY DYSKINESIA, PRIMARY, 20	HPO:skoehler[2014-11-27]	-	-
OMIM	615072	Brachydactyly, type A1, C	NOT	HP:0003038	PMID:20683927	PCS			 	P	BRACHYDACTYLY, TYPE A1, C	HPO:lccarmody[2018-10-02]	-	-
OMIM	615158	Mitochondrial complex III deficiency, nuclear type 3	NOT	HP:0012759	OMIM:615158	TAS			 	P	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3	HPO:skoehler[2014-11-27]	-	-
OMIM	615184	Cardiomyopathy, dilated, 1II		HP:0000518	PMID:16793013	PCS		HP:0040285	 	P	CARDIOMYOPATHY, DILATED, 1II	HPO:probinson[2022-07-04]	0/1	-
OMIM	615190	Dyskeratosis congenita, autosomal recessive 5	NOT	HP:0001000	OMIM:615190	TAS			 	P	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5	HPO:skoehler[2013-06-11]	-	-
OMIM	615193	Bleeding disorder, platelet-type, 15	NOT	HP:0004866	PMID:23434115	PCS			 	P	BLEEDING DISORDER, PLATELET-TYPE, 15	HP:probinson[2019-05-27]	-	-
OMIM	615193	Bleeding disorder, platelet-type, 15	NOT	HP:0011869	PMID:23434115	PCS			 	P	BLEEDING DISORDER, PLATELET-TYPE, 15	HPO:skoehler[2014-11-27];HP:probinson[2019-05-27]	-	-
OMIM	615198	Osteosclerotic metaphyseal dysplasia		HP:0011001	PMID:27055475	PCS		HP:0040285	 	P	OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA	HPO:skoehler[2013-05-30];HPO:probinson[2022-12-13]	0/1	-
OMIM	615214	Agammaglobulinemia 7, autosomal recessive	NOT	HP:0002843	OMIM:615214	TAS			 	P	AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE	HPO:skoehler[2014-11-27]	-	-
OMIM	615226	Polydactyly, postaxial, type A6		HP:0000971	PMID:23160277	PCS		HP:0040285	 	P	POLYDACTYLY, POSTAXIAL, TYPE A6	HPO:probinson[2022-07-03]	0/4	-
OMIM	615226	Polydactyly, postaxial, type A6		HP:0001597	PMID:23160277	PCS		HP:0040285	 	P	POLYDACTYLY, POSTAXIAL, TYPE A6	HPO:probinson[2022-07-03]	0/4	-
OMIM	615226	Polydactyly, postaxial, type A6		HP:0006482	PMID:23160277	PCS		HP:0040285	 	P	POLYDACTYLY, POSTAXIAL, TYPE A6	HPO:probinson[2022-07-03]	0/4	-
OMIM	615284	Charcot-Marie-Tooth disease, type 4B3		HP:0001249	PMID:23749797	PCS		HP:0040285	 	P	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3	HPO:skoehler[2015-02-22];HPO:probinson[2022-11-02]	0/3	-
OMIM	615297	Adams-Oliver syndrome 4		HP:0000568	PMID:23522784	PCS		HP:0040285	 	P	ADAMS-OLIVER SYNDROME 4	HPO:probinson[2022-05-30]	0/5	-
OMIM	615344	Pulmonary hypertension, primary, 4		HP:0001907	PMID:23883380	PCS		HP:0040285	 	P	PULMONARY HYPERTENSION, PRIMARY, 4	HPO:skoehler[2015-08-28];HPO:probinson[2022-03-20]	0/9	-
OMIM	615355	Noonan syndrome 8		HP:0001629	PMID:23791108	PCS		HP:0040285	 	P	NOONAN SYNDROME 8	HPO:probinson[2021-05-22]	0/6	-
OMIM	615418	Mitochondrial DNA depletion syndrome 12 (cardiomyopathic type)		HP:0001324	PMID:25732997	PCS		HP:0040285	 	P	MITOCHONDRIAL DNA DEPLETION SYNDROME 12 (CARDIOMYOPATHIC TYPE)	HPO:probinson[2021-10-17]	0/1	-
OMIM	615425	Epidermolysis bullosa simplex, autosomal recessive 2		HP:0000972	PMID:22113475	PCS		HP:0040285	 	P	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2	HPO:probinson[2022-04-24]	0/1	-
OMIM	615425	Epidermolysis bullosa simplex, autosomal recessive 2		HP:0001075	PMID:20164846	PCS		HP:0040285	 	P	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2	HPO:skoehler[2014-01-28];HPO:probinson[2022-04-24]	0/1	-
OMIM	615425	Epidermolysis bullosa simplex, autosomal recessive 2		HP:0008404	PMID:22113475	PCS		HP:0040285	 	P	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2	HPO:skoehler[2014-01-28];HPO:probinson[2022-04-24]	0/4	-
OMIM	615441	Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness		HP:0001657	PMID:22422768	PCS		HP:0040285	 	P	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS	HPO:lccarmody[2018-06-29];HPO:probinson[2021-09-24]	0/3	-
OMIM	615468	Immunodeficiency 12	NOT	HP:0040088	OMIM:615468	TAS			 	P	IMMUNODEFICIENCY 12	HPO:skoehler[2015-01-04]	-	-
OMIM	615481	Ciliary dyskinesia, primary, 24	NOT	HP:0001696	OMIM:615481	TAS			 	P	CILIARY DYSKINESIA, PRIMARY, 24	HPO:skoehler[2013-11-18]	-	-
OMIM	615485	Bainbridge-Ropers syndrome		HP:0000243	PMID:23383720	PCS		HP:0040285	 	P	BAINBRIDGE-ROPERS SYNDROME	HPO:skoehler[2015-08-29];HPO:probinson[2021-10-03]	0/3	-
OMIM	615485	Bainbridge-Ropers syndrome		HP:0000252	PMID:26647312	PCS		HP:0040285	 	P	BAINBRIDGE-ROPERS SYNDROME	HPO:probinson[2021-10-03]	0/3	-
OMIM	615485	Bainbridge-Ropers syndrome		HP:0000358	PMID:26647312	PCS		HP:0040285	 	P	BAINBRIDGE-ROPERS SYNDROME	HPO:probinson[2021-10-03]	0/3	-
OMIM	615485	Bainbridge-Ropers syndrome		HP:0000520	PMID:26647312	PCS		HP:0040285	 	P	BAINBRIDGE-ROPERS SYNDROME	HPO:probinson[2021-10-03]	0/3	-
OMIM	615491	Spastic paraplegia 79, autosomal recessive	NOT	HP:0000512	OMIM:615491	TAS			 	P	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE	HPO:skoehler[2014-11-27]	-	-
OMIM	615491	Spastic paraplegia 79, autosomal recessive		HP:0001249	PMID:28007905	PCS		HP:0040285	 	P	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE	HPO:probinson[2022-10-09]	0/3	-
OMIM	615491	Spastic paraplegia 79, autosomal recessive		HP:0031993	PMID:28007905	PCS		HP:0040285	 	P	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE	HPO:probinson[2022-10-09]	0/3	-
OMIM	615493	Mental retardation, autosomal recessive 37		HP:0000252	PMID:29302074	IEA		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37	HPO:probinson[2022-06-15]	0/2	-
OMIM	615504	Ciliary dyskinesia, primary, 27		HP:0001696	PMID:24094744	PCS		HP:0040285	 	P	CILIARY DYSKINESIA, PRIMARY, 27	HPO:probinson[2022-03-26]	0/3	-
OMIM	615510	Alacrima, achalasia, and mental retardation syndrome		HP:0000846	PMID:24035193	PCS		HP:0040285	 	P	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME	HPO:skoehler[2014-01-28];HPO:probinson[2022-03-05]	0/13	-
OMIM	615515	Amyotrophic lateral sclerosis 19		HP:0000726	PMID:24119685	PCS		HP:0040285	 	P	AMYOTROPHIC LATERAL SCLEROSIS 19	HPO:probinson[2022-06-16]	0/3	-
OMIM	615522	Cole disease	NOT	HP:0000164	OMIM:615522	TAS			 	P	COLE DISEASE	HPO:skoehler[2014-11-26]	-	-
OMIM	615522	Cole disease	NOT	HP:0001595	OMIM:615522	TAS			 	P	COLE DISEASE	HPO:skoehler[2014-11-26]	-	-
OMIM	615522	Cole disease	NOT	HP:0001597	OMIM:615522	TAS			 	P	COLE DISEASE	HPO:skoehler[2014-11-26]	-	-
OMIM	615522	Cole disease		HP:0003074	PMID:24075184	PCS		HP:0040285	 	P	COLE DISEASE	HPO:probinson[2022-12-13]	0/4	-
OMIM	615522	Cole disease		HP:0100529	PMID:24075184	PCS		HP:0040285	 	P	COLE DISEASE	HPO:probinson[2022-12-13]	0/4	-
OMIM	615542	Testicular anomalies with or without congenital heart disease	NOT	HP:0002926	OMIM:615542	TAS			 	P	TESTICULAR ANOMALIES WITH OR WITHOUT CONGENITAL HEART DISEASE	HPO:skoehler[2014-11-27]	-	-
OMIM	615558	Hypobetalipoproteinemia, familial, 1		HP:0000510	PMID:21981844	PCS		HP:0040285	 	P	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1	HPO:skoehler[2014-01-28];HPO:probinson[2022-09-22]	0/1	-
OMIM	615558	Hypobetalipoproteinemia, familial, 1		HP:0002155	PMID:1939657	PCS		HP:0040285	 	P	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1	HPO:probinson[2022-09-22]	0/1	-
OMIM	615604	L-ferritin deficiency, dominant and recessive		HP:0001596	PMID:15173247	PCS		HP:0040285	 	P	L-FERRITIN DEFICIENCY, DOMINANT AND RECESSIVE	HPO:probinson[2022-03-18]	0/1	-
OMIM	615604	L-ferritin deficiency, dominant and recessive		HP:0002197	PMID:23940258	PCS		HP:0040285	 	P	L-FERRITIN DEFICIENCY, DOMINANT AND RECESSIVE	HPO:probinson[2022-03-18]	0/1	-
OMIM	615605	Fanconi renotubular syndrome 3	NOT	HP:0000083	PMID:24401050	PCS		HP:0040285	 	P	FANCONI RENOTUBULAR SYNDROME 3	HPO:skoehler[2014-02-25];HPO:probinson[2022-09-29]	0/11	-
OMIM	615605	Fanconi renotubular syndrome 3		HP:0003259	PMID:24401050	PCS		HP:0040285	 	P	FANCONI RENOTUBULAR SYNDROME 3	HPO:probinson[2022-09-29]	0/11	-
OMIM	615607	Immunodeficiency 17		HP:0002846	PMID:1635567	PCS		HP:0040285	 	P	IMMUNODEFICIENCY 17	HPO:skoehler[2014-11-27];HPO:probinson[2022-09-24]	0/2	-
OMIM	615615	Immunodeficiency 18	NOT	HP:0002846	OMIM:615615	TAS			 	P	IMMUNODEFICIENCY 18	HPO:skoehler[2014-11-27]	-	-
OMIM	615615	Immunodeficiency 18	NOT	HP:0012176	OMIM:615615	TAS			 	P	IMMUNODEFICIENCY 18	HPO:skoehler[2014-11-27]	-	-
OMIM	615617	Immunodeficiency 19	NOT	HP:0002846	OMIM:615617	TAS			 	P	IMMUNODEFICIENCY 19	HPO:skoehler[2014-11-27]	-	-
OMIM	615617	Immunodeficiency 19	NOT	HP:0012176	OMIM:615617	TAS			 	P	IMMUNODEFICIENCY 19	HPO:skoehler[2014-11-27]	-	-
OMIM	615654	Deafness, autosomal dominant 58	NOT	HP:0001751	OMIM:615654	TAS			 	P	DEAFNESS, AUTOSOMAL DOMINANT 58	HPO:skoehler[2014-02-25]	-	-
OMIM	615658	Spastic paraplegia 57, autosomal recessive		HP:0003474	PMID:23479643	PCS		HP:0040285	 	P	SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE	HPO:probinson[2022-09-08]	0/2	-
OMIM	615674	Dowling-Degos disease 3	NOT	HP:0010610	PMID:16575392	TAS			 	P	DOWLING-DEGOS DISEASE 3	HPO:lccarmody[2019-01-29]	-	-
OMIM	615681	Spastic paraplegia 62, autosomal recessive	NOT	HP:0002380	PMID:24482476	IEA		HP:0040284	 	P	SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE	HPO:probinson[2017-06-25]	3/3	-
OMIM	615685	Spastic paraplegia 61, autosomal recessive		HP:0001249	PMID:24482476	PCS		HP:0040285	 	P	SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE	HPO:probinson[2022-04-11]	0/2	-
OMIM	615686	Spastic paraplegia 63, autosomal recessive		HP:0001249	PMID:24482476	PCS		HP:0040285	 	P	SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE	HPO:probinson[2022-04-11]	0/2	-
OMIM	615688	Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome		HP:0025343	PMID:26867732	PCS		HP:0040285	 	P	VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME	HPO:skoehler[2017-07-13];HPO:probinson[2020-11-28]	0/5	-
OMIM	615707	Immunodeficiency 20		HP:0040218	PMID:8874200	PCS		HP:0040285	 	P	IMMUNODEFICIENCY 20	HPO:probinson[2021-05-30];HPO:probinson[2021-05-30]	0/1	-
OMIM	615752	Polymicrogyria, bilateral perisylvian	NOT	HP:0001270	PMID:24531968	PCS			 	P	POLYMICROGYRIA, BILATERAL PERISYLVIAN	HPO:skoehler[2015-09-13];HPO:probinson[2020-07-24]	-	-
OMIM	615767	Immunodeficiency, common variable, 11	NOT	HP:0011839	PMID:24746753	PCS		HP:0040285	 	P	IMMUNODEFICIENCY, COMMON VARIABLE, 11	HPO:skoehler[2014-11-27];HPO:probinson[2021-05-09]	0/1	-
OMIM	615802	Neurodevelopmental disorder with dysmorphic features, spasticity, and brain abnormalities	NOT	HP:0001250	PMID:25804403	PCS		HP:0040285	 	P	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FEATURES, SPASTICITY, AND BRAIN ABNORMALITIES	HPO:probinson[2021-06-27];HPO:probinson[2021-06-27]	0/1	-
OMIM	615824	Mitochondrial complex III deficiency, nuclear type 7		HP:0008314	PMID:24385928	PCS		HP:0040285	 	P	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7	HPO:probinson[2022-10-01];HPO:probinson[2022-10-01]	0/1	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0000160	PMID:25205402	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-04-11]	0/2	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0000286	PMID:25205402	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-04-11]	0/2	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0000316	PMID:25205402	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-04-11]	0/2	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0000463	PMID:25205402	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-04-11]	0/2	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0000582	PMID:25205402	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-04-11]	0/2	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0001276	PMID:20635338	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-06-18];HPO:probinson[2022-06-18]	0/1	-
OMIM	615834	Mental retardation, autosomal dominant 26		HP:0002650	PMID:25205402	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	HPO:probinson[2022-04-11]	0/2	-
OMIM	615837	Deafness, autosomal recessive 101		HP:0000505	PMID:24619944	PCS		HP:0040285	 	P	DEAFNESS, AUTOSOMAL RECESSIVE 101	HPO:probinson[2022-10-23]	0/3	-
OMIM	615837	Deafness, autosomal recessive 101		HP:0001751	PMID:24619944	PCS		HP:0040285	 	P	DEAFNESS, AUTOSOMAL RECESSIVE 101	HPO:probinson[2022-10-23]	0/3	-
OMIM	615838	Mitochondrial complex III deficiency, nuclear type 8		HP:0001272	PMID:26912632	PCS		HP:0040285	 	P	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8	HPO:probinson[2022-09-22]	0/7	-
OMIM	615838	Mitochondrial complex III deficiency, nuclear type 8		HP:0007366	PMID:26912632	PCS		HP:0040285	 	P	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8	HPO:probinson[2022-09-22]	0/7	-
OMIM	615838	Mitochondrial complex III deficiency, nuclear type 8		HP:0040081	PMID:26912632	PCS		HP:0040285	 	P	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8	HPO:probinson[2022-09-22]	0/4	-
OMIM	615838	Mitochondrial complex III deficiency, nuclear type 8		HP:0045045	PMID:26912632	PCS		HP:0040285	 	P	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8	HPO:probinson[2022-09-22];HPO:probinson[2022-09-22]	0/3	-
OMIM	615841	Spermatogenic failure 13	NOT	HP:0030087	PMID:24431330	PCS			 	P	SPERMATOGENIC FAILURE 13	HPO:skoehler[2014-11-27];HPO:probinson[2021-11-11]	-	-
OMIM	615841	Spermatogenic failure 13	NOT	HP:0030345	PMID:24431330	PCS			 	P	SPERMATOGENIC FAILURE 13	HPO:skoehler[2015-06-22];HPO:probinson[2021-11-11]	-	-
OMIM	615841	Spermatogenic failure 13	NOT	HP:0040086	PMID:24431330	PCS			 	P	SPERMATOGENIC FAILURE 13	HPO:skoehler[2014-11-27];HPO:probinson[2021-11-11]	-	-
OMIM	615842	Spermatogenic failure 14		HP:0030087	PMID:24431330	PCS		HP:0040285	 	P	SPERMATOGENIC FAILURE 14	HPO:skoehler[2014-11-27];HPO:probinson[2022-12-12]	0/3	-
OMIM	615842	Spermatogenic failure 14		HP:0030345	PMID:24431330	PCS		HP:0040285	 	P	SPERMATOGENIC FAILURE 14	HPO:skoehler[2015-06-22];HPO:probinson[2022-12-12]	0/3	-
OMIM	615842	Spermatogenic failure 14		HP:0040086	PMID:24431330	PCS		HP:0040285	 	P	SPERMATOGENIC FAILURE 14	HPO:skoehler[2014-11-27];HPO:probinson[2022-12-12]	0/3	-
OMIM	615866	Mental retardation, autosomal dominant 27		HP:0000824	PMID:24886874	PCS		HP:0040285	 	P	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27	HPO:skoehler[2015-09-14];HPO:probinson[2022-04-12]	0/1	-
OMIM	615872	Ciliary dyskinesia, primary, 29	NOT	HP:0001696	OMIM:615872	TAS			 	P	CILIARY DYSKINESIA, PRIMARY, 29	HPO:skoehler[2014-08-03]	-	-
OMIM	615885	Hypotrichosis 12	NOT	HP:0000164	OMIM:615885	TAS			 	P	HYPOTRICHOSIS 12	HPO:skoehler[2014-11-26]	-	-
OMIM	615885	Hypotrichosis 12	NOT	HP:0000951	OMIM:615885	TAS			 	P	HYPOTRICHOSIS 12	HPO:skoehler[2014-11-27]	-	-
OMIM	615885	Hypotrichosis 12	NOT	HP:0000971	OMIM:615885	TAS			 	P	HYPOTRICHOSIS 12	HPO:skoehler[2014-08-03]	-	-
OMIM	615885	Hypotrichosis 12	NOT	HP:0001597	OMIM:615885	TAS			 	P	HYPOTRICHOSIS 12	HPO:skoehler[2014-11-26]	-	-
OMIM	615896	Hypotrichosis 13		HP:0000971	PMID:22592156	PCS		HP:0040285	 	P	HYPOTRICHOSIS 13	HPO:probinson[2022-05-08]	0/3	-
OMIM	615896	Hypotrichosis 13		HP:0006482	PMID:22592156	PCS		HP:0040285	 	P	HYPOTRICHOSIS 13	HPO:probinson[2022-05-08]	0/3	-
OMIM	615896	Hypotrichosis 13		HP:0011121	PMID:22592156	PCS		HP:0040285	 	P	HYPOTRICHOSIS 13	HPO:probinson[2022-05-08]	0/3	-
OMIM	615909	Diamond-Blackfan anemia 13		HP:0001999	PMID:24829207	PCS		HP:0040285	 	P	DIAMOND-BLACKFAN ANEMIA 13	HPO:probinson[2015-01-31];HPO:probinson[2022-10-10]	0/6	-
OMIM	615947	Hyperlipoproteinemia, type ID		HP:0001013	PMID:19304573	PCS		HP:0040285	 	P	HYPERLIPOPROTEINEMIA, TYPE ID	HPO:probinson[2022-03-08];HPO:probinson[2022-03-08]	0/1	-
OMIM	615947	Hyperlipoproteinemia, type ID		HP:0001733	PMID:19304573	PCS		HP:0040285	 	P	HYPERLIPOPROTEINEMIA, TYPE ID	HPO:probinson[2022-03-08];HPO:probinson[2022-03-08]	0/1	-
OMIM	615952	Autoimmune disease, multisystem, infantile-onset, 1	NOT	HP:0001880	PMID:25038750	PCS			 	P	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1	HPO:probinson[2020-11-26]	-	-
OMIM	615959	Myopathy, centronuclear, 5	NOT	HP:0040081	OMIM:615959	TAS			 	P	MYOPATHY, CENTRONUCLEAR, 5	HPO:skoehler[2014-11-27]	-	-
OMIM	615966	Immunodeficiency 26 with or without neurologic abnormalities	NOT	HP:0012176	OMIM:615966	TAS			 	P	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES	HPO:skoehler[2014-11-27]	-	-
OMIM	615991	Bardet-Biedl syndrome 14		HP:0010442	PMID:18327255	PCS		HP:0040285	 	P	BARDET-BIEDL SYNDROME 14	HPO:probinson[2022-12-15]	0/1	-
OMIM	615993	Bardet-Biedl syndrome 16	NOT	HP:0010442	OMIM:615993	TAS			 	P	BARDET-BIEDL SYNDROME 16	HPO:skoehler[2014-11-26]	-	-
OMIM	615999	Familial dysalbuminemic hyperthyroxinemia	NOT	HP:0031097	PMID:29676214	PCS		HP:0040285	 	P	FAMILIAL DYSALBUMINEMIC HYPERTHYROXINEMIA	HPO:probinson[2021-06-14]	0/1	-
OMIM	615999	Familial dysalbuminemic hyperthyroxinemia	NOT	HP:0033076	PMID:8064810	PCS		HP:0040285	 	P	FAMILIAL DYSALBUMINEMIC HYPERTHYROXINEMIA	HPO:probinson[2021-06-14];HPO:probinson[2021-06-14]	0/2	-
OMIM	616006	Hennekam lymphangiectasia-lymphedema syndrome 2	NOT	HP:0002778	PMID:24913602	PCS			 	P	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2	HPO:probinson[2017-05-28]	-	-
OMIM	616033	Microcephaly, short stature, and impaired glucose metabolism 1		HP:5000011	PMID:24204302	PCS		HP:0040285	 	P	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1	HPO:probinson[2022-09-08];HPO:probinson[2022-09-08]	0/3	-
OMIM	616044	Deafness, autosomal dominant 65		HP:0001751	PMID:24729547	PCS		HP:0040285	 	P	DEAFNESS, AUTOSOMAL DOMINANT 65	HPO:skoehler[2015-09-15];HPO:probinson[2022-04-12]	0/9	-
OMIM	616059	Mirror movements 3		HP:0001696	PMID:25098561	PCS		HP:0040285	 	P	MIRROR MOVEMENTS 3	HPO:skoehler[2015-08-23];HPO:probinson[2022-04-12]	0/3	-
OMIM	616113	Polyendocrine-Polyneuropathy syndrome	NOT	HP:0004408	OMIM:616113	TAS			 	P	POLYENDOCRINE-POLYNEUROPATHY SYNDROME	HPO:skoehler[2015-06-22]	-	-
