phenotypeId	numberPapers	phenotypeName
HP:0006110	40	Shortening of all middle phalanges of the fingers
HP:0006114	71	Multiple palmar creases
HP:0006121	239	Acral ulceration
HP:0006127	146	Long proximal phalanx of finger
HP:0006136	75	Bilateral postaxial polydactyly
HP:0006160	52	Irregular metacarpals
HP:0006162	80	Soft tissue swelling of interphalangeal joints
HP:0006163	92	Enlarged metacarpophalangeal joints
HP:0006185	75	Enlarged proximal interphalangeal joints
HP:0006190	239	Radially deviated wrists
HP:0006207	109	Partial fusion of carpals
HP:0006217	108	Limited mobility of proximal interphalangeal joint
HP:0006226	239	Osteoarthritis of the first carpometacarpal joint
HP:0006228	117	Valgus hand deformity
HP:0006233	239	Osteoarthritis of the distal interphalangeal joint
HP:0006243	180	Phalangeal dislocation
HP:0006251	239	Limited wrist extension
HP:0006252	239	Interphalangeal joint erosions
HP:0006266	239	Small placenta
HP:0006270	55	Hypoplastic spleen
HP:0006274	239	Reduced pancreatic beta cells
HP:0006276	39	Hyperechogenic pancreas
HP:0006277	239	Pancreatic hyperplasia
HP:0006279	239	Beta-cell dysfunction
HP:0006280	239	Chronic pancreatitis
HP:0006283	143	Multiple unerupted teeth
HP:0006298	55	Prolonged bleeding after dental extraction
HP:0006308	239	Atrophy of alveolar ridges
HP:0006315	70	Solitary median maxillary central incisor
HP:0006323	221	Premature loss of primary teeth
HP:0006329	239	Alveolar process hypoplasia
HP:0006332	239	Supernumerary maxillary incisor
HP:0006333	239	Crowded maxillary incisors
HP:0006334	239	Hypoplasia of the primary teeth
HP:0006335	239	Persistence of primary teeth
HP:0006344	239	Abnormality of primary molar morphology
HP:0006347	58	Microdontia of primary teeth
HP:0006349	239	Agenesis of permanent teeth
HP:0006350	239	Pulp obliteration
HP:0006352	115	Failure of eruption of permanent teeth
HP:0006353	197	Hypoplasia of the tooth germ
HP:0006357	146	Premature loss of permanent teeth
HP:0006368	123	Forearm reduction defects
HP:0006379	239	Proximal tibial hypoplasia
HP:0006380	239	Knee flexion contracture
HP:0006385	239	Short lower limbs
HP:0006389	239	Limited knee flexion
HP:0006390	67	Anterior tibial bowing
HP:0006397	239	Lateral displacement of patellae
HP:0006402	239	Distal shortening of limbs
HP:0006408	146	Distal tapering femur
HP:0006414	138	Distal tibial bowing
HP:0006424	239	Elongated radius
HP:0006429	93	Broad femoral neck
HP:0006434	150	Hypoplasia of proximal radius
HP:0006439	239	Radioulnar dislocation
HP:0006440	167	Increased density of long bone diaphyses
HP:0006442	95	Hypoplasia of proximal fibula
HP:0006443	239	Patellar aplasia
HP:0006446	80	Dysplastic patella
HP:0006453	172	Lateral displacement of the femoral head
HP:0006459	86	Dorsal subluxation of ulna
HP:0006460	164	Increased laxity of ankles
HP:0006461	239	Proximal femoral epiphysiolysis
HP:0006462	176	Generalized bone demineralization
HP:0006463	142	Rickets of the lower limbs
HP:0006471	239	Fixed elbow flexion
HP:0006485	239	Agenesis of incisor
HP:0006510	239	Chronic pulmonary obstruction
HP:0006511	239	Laryngeal stridor
HP:0006516	239	Hypersensitivity pneumonitis
HP:0006518	239	Pulmonary venous occlusion
HP:0006519	239	Alveolar cell carcinoma
HP:0006520	239	Progressive pulmonary function impairment
HP:0006521	185	Pulmonary lymphangiectasia
HP:0006527	239	Lymphocytic interstitial pneumonia
HP:0006528	239	Chronic lung disease
HP:0006531	99	Pleural lymphangiectasia
HP:0006535	57	Recurrent intrapulmonary hemorrhage
HP:0006538	239	Recurrent bronchopulmonary infections
HP:0006543	239	Cardiorespiratory arrest
HP:0006548	239	Pulmonary arteriovenous malformation
HP:0006549	44	Unilateral primary pulmonary dysgenesis
HP:0006552	46	Fibrocystic lung disease
HP:0006555	239	Diffuse hepatic steatosis
HP:0006557	239	Polycystic liver disease
HP:0006558	66	Decreased mitochondrial complex III activity in liver tissue
HP:0006559	239	Hepatic calcification
HP:0006560	239	Biliary hyperplasia
HP:0006563	134	Malformation of the hepatic ductal plate
HP:0006565	126	Increased hepatocellular lipid droplets
HP:0006566	239	Neonatal cholestatic liver disease
HP:0006568	239	Increased hepatic glycogen content
HP:0006571	93	Reduced number of intrahepatic bile ducts
HP:0006573	239	Acute hepatic steatosis
HP:0006574	239	Hepatic arteriovenous malformation
HP:0006575	48	Intrahepatic cholestasis with episodic jaundice
HP:0006576	239	Hepatic vascular malformations
HP:0006577	57	Macronodular cirrhosis
HP:0006579	239	Prolonged neonatal jaundice
HP:0006580	239	Portal fibrosis
HP:0006581	239	Depletion of mitochondrial DNA in liver
HP:0006583	40	Fatal liver failure in infancy
HP:0006596	239	Restricted chest movement
HP:0006597	239	Diaphragmatic paralysis
HP:0006633	65	Glenoid fossa hypoplasia
HP:0006640	239	Multiple rib fractures
HP:0006644	239	Thoracic dysplasia
HP:0006646	62	Costal cartilage calcification
HP:0006655	155	Rib segmentation abnormalities
HP:0006657	236	Hypoplasia of first ribs
HP:0006670	239	Impaired myocardial contractility
HP:0006671	239	Paroxysmal atrial tachycardia
HP:0006677	239	Prolonged QRS complex
HP:0006685	239	Endocardial fibrosis
HP:0006687	239	Aortic tortuosity
HP:0006689	239	Bacterial endocarditis
HP:0006690	239	Myocardial calcification
HP:0006691	111	Pulmonic valve myxoma
HP:0006693	239	Myocardial steatosis
HP:0006699	239	Premature atrial contractions
HP:0006702	239	Coronary artery dissection
HP:0006715	108	Glomus tympanicum paraganglioma
HP:0006716	239	Hereditary nonpolyposis colorectal carcinoma
HP:0006719	239	Benign gastrointestinal tract tumors
HP:0006722	239	Small intestine carcinoid
HP:0006725	239	Pancreatic adenocarcinoma
HP:0006727	239	T-cell acute lymphoblastic leukemias
HP:0006731	239	Follicular thyroid carcinoma
HP:0006732	239	Papillary renal cell carcinoma type 2
HP:0006733	239	Acute megakaryocytic leukemia
HP:0006735	234	Renal cortical adenoma
HP:0006737	239	Extraadrenal pheochromocytoma
HP:0006739	239	Squamous cell carcinoma of the skin
HP:0006740	239	Transitional cell carcinoma of the bladder
HP:0006743	239	Embryonal rhabdomyosarcoma
HP:0006744	239	Adrenocortical carcinoma
HP:0006747	239	Ganglioneuroblastoma
HP:0006748	239	Adrenal pheochromocytoma
HP:0006755	230	Cutaneous leiomyosarcoma
HP:0006758	239	Malignant genitourinary tract tumor
HP:0006763	239	Anal canal squamous carcinoma
HP:0006765	239	Chondrosarcoma
HP:0006768	239	Localized neuroblastoma
HP:0006769	193	Myxoid subcutaneous tumors
HP:0006770	239	Clear cell renal cell carcinoma
HP:0006771	239	Duodenal adenocarcinoma
HP:0006772	239	Renal angiomyolipoma
HP:0006774	239	Ovarian papillary adenocarcinoma
HP:0006775	239	Multiple myeloma
HP:0006778	239	Benign genitourinary tract neoplasm
HP:0006779	239	Alveolar rhabdomyosarcoma
HP:0006780	239	Parathyroid carcinoma
HP:0006781	239	Hurthle cell thyroid adenoma
HP:0006782	239	Malignant eosinophil proliferation
HP:0006783	239	Posterior pharyngeal cleft
HP:0006784	239	Paranasal sinus hypoplasia
HP:0006785	239	Limb-girdle muscular dystrophy
HP:0006799	117	Basal ganglia cysts
HP:0006808	239	Cerebral hypomyelination
HP:0006818	149	4-layered lissencephaly
HP:0006829	239	Severe muscular hypotonia
HP:0006837	83	Congenital Horner syndrome
HP:0006850	73	Hypoplasia of the ventral pons
HP:0006852	93	Episodic generalized hypotonia
HP:0006855	239	Cerebellar vermis atrophy
HP:0006858	98	Impaired distal proprioception
HP:0006863	239	Severe expressive language delay
HP:0006870	239	Lobar holoprosencephaly
HP:0006873	93	Symmetrical progressive peripheral demyelination
HP:0006879	219	Pontocerebellar atrophy
HP:0006880	239	Cerebellar hemangioblastoma
HP:0006882	239	Severe hydrocephalus
HP:0006887	239	Intellectual disability, progressive
HP:0006888	239	Meningoencephalocele
HP:0006889	239	Intellectual disability, borderline
HP:0006892	239	Frontotemporal cerebral atrophy
HP:0006895	239	Lower limb hypertonia
HP:0006896	239	Hypnopompic hallucinations
HP:0006897	239	Abducens palsy
HP:0006899	84	Fusion of the cerebellar hemispheres
HP:0006904	239	Late-onset spinocerebellar degeneration
HP:0006913	239	Frontal cortical atrophy
HP:0006918	239	Diffuse cerebral sclerosis
HP:0006921	239	Axial muscle stiffness
HP:0006929	87	Hypoglycemic encephalopathy
HP:0006930	73	Frontoparietal cortical dysplasia
HP:0006937	55	Impaired distal tactile sensation
HP:0006938	49	Impaired vibration sensation at ankles
HP:0006949	239	Episodic peripheral neuropathy
HP:0006951	52	Retrocerebellar cyst
HP:0006955	173	Olivopontocerebellar hypoplasia
HP:0006956	239	Lateral ventricle dilatation
HP:0006960	89	Choroid plexus calcification
HP:0006961	42	Jerky head movements
HP:0006964	239	Cerebral cortical neurodegeneration
HP:0006965	239	Acute necrotizing encephalopathy
HP:0006970	239	Periventricular leukomalacia
HP:0006978	125	Dysmyelinating leukodystrophy
HP:0006986	239	Upper limb spasticity
HP:0006988	239	Alobar holoprosencephaly
HP:0006989	59	Dysplastic corpus callosum
HP:0006994	239	Diffuse leukoencephalopathy
HP:0006999	239	Basal ganglia gliosis
HP:0007002	239	Motor axonal neuropathy
HP:0007006	233	Dorsal column degeneration
HP:0007009	239	Central nervous system degeneration
HP:0007010	70	Poor fine motor coordination
HP:0007015	46	Poor gross motor coordination
HP:0007016	239	Corticospinal tract hypoplasia
HP:0007017	239	Progressive forgetfulness
HP:0007018	239	Attention deficit hyperactivity disorder
HP:0007020	239	Progressive spastic paraplegia
HP:0007021	239	Pain insensitivity
HP:0007023	239	Antenatal intracerebral hemorrhage
HP:0007024	218	Pseudobulbar paralysis
HP:0007029	239	Cerebral berry aneurysm
HP:0007034	239	Generalized hyperreflexia
HP:0007036	239	Hypoplasia of olfactory tract
HP:0007041	239	Chronic lymphocytic meningitis
HP:0007047	239	Atrophy of the dentate nucleus
HP:0007048	239	Large basal ganglia
HP:0007064	239	Progressive language deterioration
HP:0007067	239	Distal peripheral sensory neuropathy
HP:0007068	91	Inferior cerebellar vermis hypoplasia
HP:0007074	239	Thick corpus callosum
HP:0007082	239	Dilated third ventricle
HP:0007086	239	Social and occupational deterioration
HP:0007097	239	Cranial nerve motor loss
HP:0007099	239	Chiari type I malformation
HP:0007100	239	Progressive ventriculomegaly
HP:0007104	239	Prolonged somatosensory evoked potentials
HP:0007105	239	Infantile encephalopathy
HP:0007107	239	Segmental peripheral demyelination
HP:0007110	239	Central hypoventilation
HP:0007129	239	Cerebellar medulloblastoma
HP:0007131	239	Acute demyelinating polyneuropathy
HP:0007132	74	Pallidal degeneration
HP:0007133	239	Progressive peripheral neuropathy
HP:0007141	239	Sensorimotor neuropathy
HP:0007146	239	Bilateral basal ganglia lesions
HP:0007153	239	Progressive extrapyramidal movement disorder
HP:0007159	239	Fluctuations in consciousness
HP:0007162	239	Diffuse demyelination of the cerebral white matter
HP:0007182	239	Peripheral hypomyelination
HP:0007185	239	Loss of consciousness
HP:0007187	205	Focal lissencephaly
HP:0007188	239	Congenital facial diplegia
HP:0007190	239	Neuronal loss in the cerebral cortex
HP:0007193	210	Bilateral tonic-clonic seizure on awakening
HP:0007201	239	Cerebral artery atherosclerosis
HP:0007206	239	Hemimegalencephaly
HP:0007207	239	Photosensitive tonic-clonic seizure
HP:0007209	239	Facial paralysis
HP:0007215	159	Periodic hyperkalemic paralysis
HP:0007220	239	Demyelinating motor neuropathy
HP:0007221	239	Progressive truncal ataxia
HP:0007227	239	Macrogyria
HP:0007230	98	Decreased distal sensory nerve action potential
HP:0007233	239	Clusters of axonal regeneration
HP:0007236	239	Recurrent subcortical infarcts
HP:0007240	239	Progressive gait ataxia
HP:0007258	239	Severe demyelination of the white matter
HP:0007260	239	Type II lissencephaly
HP:0007263	239	Spinocerebellar atrophy
HP:0007267	239	Chronic axonal neuropathy
HP:0007270	239	Atypical absence seizure
HP:0007271	62	Occipital myelomeningocele
HP:0007272	214	Progressive psychomotor deterioration
HP:0007274	239	Recurrent bacterial meningitis
HP:0007289	222	Limb fasciculations
HP:0007293	169	Anterior sacral meningocele
HP:0007299	239	Dysfunction of lateral corticospinal tracts
HP:0007302	239	Bipolar affective disorder
HP:0007307	239	Rapid neurologic deterioration
HP:0007308	239	Extrapyramidal dyskinesia
HP:0007311	239	Short stepped shuffling gait
HP:0007313	239	Cerebral degeneration
HP:0007326	100	Progressive choreoathetosis
HP:0007327	108	Mixed demyelinating and axonal polyneuropathy
HP:0007333	239	Hypoplasia of the frontal lobes
HP:0007335	239	Recurrent encephalopathy
HP:0007346	98	Subcortical white matter calcifications
HP:0007348	239	Hypoplasia of the pyramidal tract
HP:0007351	239	Upper limb postural tremor
HP:0007354	239	Amyotrophic lateral sclerosis
HP:0007371	239	Corpus callosum atrophy
HP:0007381	42	Congenital exfoliative erythroderma
HP:0007390	239	Hyperkeratosis with erythema
HP:0007402	107	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines
HP:0007408	42	Tegumentary leishmaniasis susceptibility
HP:0007410	116	Palmoplantar hyperhidrosis
HP:0007412	53	Macular hyperpigmented dermopathy
HP:0007417	190	Discoid lupus rash
HP:0007420	239	Spontaneous hematomas
HP:0007427	113	Reticulated skin pigmentation
HP:0007428	61	Telangiectasia of the oral mucosa
HP:0007429	52	Few cafe-au-lait spots
HP:0007437	134	Multiple cutaneous leiomyomas
HP:0007443	239	Partial albinism
HP:0007446	100	Palmoplantar blistering
HP:0007447	184	Diffuse palmoplantar hyperkeratosis
HP:0007457	40	Prominent veins on trunk
HP:0007459	238	Generalized anhidrosis
HP:0007464	239	Sparse facial hair
HP:0007468	84	Perifollicular hyperkeratosis
HP:0007473	79	Crusting erythematous dermatitis
HP:0007475	239	Congenital bullous ichthyosiform erythroderma
HP:0007476	239	Anhidrotic ectodermal dysplasia
HP:0007479	239	Congenital nonbullous ichthyosiform erythroderma
HP:0007480	112	Decreased sweating due to autonomic dysfunction
HP:0007481	154	Hyperpigmented nevi
HP:0007482	239	Generalized papillary lesions
HP:0007485	239	Absence of subcutaneous fat
HP:0007486	74	Cavernous hemangioma of the face
HP:0007489	239	Diffuse telangiectasia
HP:0007500	48	Decreased number of sweat glands
HP:0007502	239	Follicular hyperkeratosis
HP:0007503	239	Generalized ichthyosis
HP:0007505	239	Progressive hyperpigmentation
HP:0007522	73	Increased number of skin folds
HP:0007524	239	Atypical neurofibromatosis
HP:0007529	239	Hidrotic ectodermal dysplasia
HP:0007530	60	Punctate palmoplantar hyperkeratosis
HP:0007537	239	Severe photosensitivity
HP:0007543	239	Epidermal hyperkeratosis
HP:0007544	239	Piebaldism
HP:0007545	150	Congenital palmoplantar hyperkeratosis
HP:0007546	239	Linear hyperpigmentation
HP:0007552	129	Abnormal subcutaneous fat tissue distribution
HP:0007559	127	Localized epidermolytic hyperkeratosis
HP:0007569	224	Generalized seborrheic dermatitis
HP:0007587	83	Numerous pigmented freckles
HP:0007588	130	Reticular hyperpigmentation
HP:0007589	239	Aplasia cutis congenita on trunk or limbs
HP:0007603	80	Freckles in sun-exposed areas
HP:0007607	239	Hypohidrotic ectodermal dysplasia
HP:0007618	239	Subcutaneous calcification
HP:0007620	239	Cutaneous leiomyoma
HP:0007626	239	Mandibular osteomyelitis
HP:0007627	239	Mandibular condyle aplasia
HP:0007628	239	Mandibular condyle hypoplasia
HP:0007633	239	Bilateral microphthalmos
HP:0007634	239	Nonarteritic anterior ischemic optic neuropathy
HP:0007643	176	Peripheral tractional retinal detachment
HP:0007650	239	Progressive ophthalmoplegia
HP:0007651	239	Ectropion of lower eyelids
HP:0007656	239	Lacrimal gland aplasia
HP:0007667	87	Peripheral cystoid retinal degeneration
HP:0007675	239	Progressive night blindness
HP:0007678	239	Lacrimal duct stenosis
HP:0007687	239	Unilateral ptosis
HP:0007697	239	Hypoplasia of the lower eyelids
HP:0007707	239	Congenital aphakia
HP:0007709	48	Band-shaped corneal dystrophy
HP:0007710	77	Peripheral vitreous opacities
HP:0007715	57	Weak extraocular muscles
HP:0007717	58	Chronic irritative conjunctivitis
HP:0007720	239	Flat cornea
HP:0007731	49	Chorioretinal dysplasia
HP:0007732	239	Lacrimal gland hypoplasia
HP:0007734	239	Enlarged lacrimal glands
HP:0007737	66	Bone spicule pigmentation of the retina
HP:0007738	56	Uncontrolled eye movements
HP:0007760	190	Crystalline corneal dystrophy
HP:0007765	239	Deep anterior chamber
HP:0007766	239	Optic disc hypoplasia
HP:0007768	102	Central retinal vessel vascular tortuosity
HP:0007770	239	Hypoplasia of the retina
HP:0007774	239	Hypoplasia of the ciliary body
HP:0007778	239	Posterior retinal neovascularization
HP:0007779	239	Anterior segment of eye aplasia
HP:0007791	42	Patchy atrophy of the retinal pigment epithelium
HP:0007800	239	Increased axial length of the globe
HP:0007802	239	Granular corneal dystrophy
HP:0007807	239	Optic nerve compression
HP:0007811	239	Horizontal pendular nystagmus
HP:0007813	180	Nongranulomatous uveitis
HP:0007817	49	Horizontal supranuclear gaze palsy
HP:0007819	79	Presenile cataracts
HP:0007824	239	Total ophthalmoplegia
HP:0007827	60	Nodular corneal dystrophy
HP:0007832	239	Pigmentation of the sclera
HP:0007834	239	Progressive cataract
HP:0007838	239	Progressive ptosis
HP:0007850	239	Retinal vascular proliferation
HP:0007854	239	Glaucomatous visual field defect
HP:0007859	239	Congenital horizontal nystagmus
HP:0007862	239	Retinal calcification
HP:0007866	239	Retinal infarction
HP:0007872	239	Choroidal hemangioma
HP:0007875	239	Congenital blindness
HP:0007880	138	Marginal corneal dystrophy
HP:0007885	56	Slowed horizontal saccades
HP:0007892	239	Hypoplasia of the lacrimal punctum
HP:0007898	239	Exudative retinopathy
HP:0007902	239	Vitreous hemorrhage
HP:0007906	239	Ocular hypertension
HP:0007913	47	Reticular retinal dystrophy
HP:0007915	142	Polymorphous posterior corneal dystrophy
HP:0007924	173	Slow decrease in visual acuity
HP:0007925	239	Lacrimal duct aplasia
HP:0007937	41	Reticular pigmentary degeneration
HP:0007939	64	Blue cone monochromacy
HP:0007942	239	Internal ophthalmoplegia
HP:0007950	89	Peripapillary chorioretinal atrophy
HP:0007958	64	Optic atrophy from cranial nerve compression
HP:0007965	51	Undetectable visual evoked potentials
HP:0007973	239	Retinal dysplasia
HP:0007975	45	Hypometric horizontal saccades
HP:0007979	145	Gaze-evoked horizontal nystagmus
HP:0007980	239	Absent retinal pigment epithelium
HP:0007984	109	Electronegative electroretinogram
HP:0007985	171	Retinal arteriolar occlusion
HP:0007987	239	Progressive visual field defects
HP:0007988	187	Macular hypopigmentation
HP:0007989	239	Intraretinal exudate
HP:0007992	186	Lattice retinal degeneration
HP:0007993	239	Malformed lacrimal duct
HP:0007994	239	Peripheral visual field loss
HP:0008000	239	Decreased corneal reflex
HP:0008007	239	Primary congenital glaucoma
HP:0008020	239	Cone dystrophy
HP:0008028	239	Cystoid macular degeneration
HP:0008037	196	Absent anterior chamber of the eye
HP:0008039	179	Subepithelial corneal opacities
HP:0008043	59	Retinal arteriolar constriction
HP:0008071	239	Maternal hypertension
HP:0008072	149	Maternal virilization in pregnancy
HP:0008075	113	Progressive pes cavus
HP:0008080	239	Hallux varus
HP:0008081	239	Pes valgus
HP:0008082	87	Medial deviation of the foot
HP:0008110	239	Equinovarus deformity
HP:0008112	82	Plantar flexion contractures
HP:0008124	239	Talipes calcaneovarus
HP:0008132	137	Medial rotation of the medial malleolus
HP:0008138	75	Equinus calcaneus
HP:0008141	127	Dislocation of toes
HP:0008150	239	Elevated serum transaminases during infections
HP:0008151	239	Prolonged prothrombin time
HP:0008158	239	Hyperapobetalipoproteinemia
HP:0008162	120	Asymptomatic hyperammonemia
HP:0008163	239	Decreased circulating cortisol level
HP:0008165	239	Decreased helper T cell proportion
HP:0008166	239	Decreased beta-galactosidase activity
HP:0008167	239	Very long chain fatty acid accumulation
HP:0008169	239	Reduced factor VII activity
HP:0008180	102	Mildly elevated creatine kinase
HP:0008181	185	Abetalipoproteinemia
HP:0008182	239	Adrenocortical hypoplasia
HP:0008185	239	Precocious puberty in males
HP:0008187	239	Absence of secondary sex characteristics
HP:0008189	239	Insulin insensitivity
HP:0008191	239	Thyroid agenesis
HP:0008193	239	Primary gonadal insufficiency
HP:0008194	66	Multiple pancreatic beta-cell adenomas
HP:0008198	239	Congenital hypoparathyroidism
HP:0008200	239	Primary hyperparathyroidism
HP:0008202	85	Reduced circulating prolactin concentration
HP:0008205	239	Insulin-dependent but ketosis-resistant diabetes
HP:0008208	239	Parathyroid hyperplasia
HP:0008209	239	Premature ovarian insufficiency
HP:0008211	239	Parathyroid agenesis
HP:0008213	239	Gonadotropin deficiency
HP:0008214	239	Decreased serum estradiol
HP:0008222	239	Female infertility
HP:0008223	189	Compensated hypothyroidism
HP:0008225	239	Thyroid follicular hyperplasia
HP:0008226	239	Androgen insufficiency
HP:0008227	239	Pituitary resistance to thyroid hormone
HP:0008231	239	Macronodular adrenal hyperplasia
HP:0008232	146	Elevated circulating follicle stimulating hormone level
HP:0008233	239	Decreased circulating progesterone
HP:0008236	84	Isosexual precocious puberty
HP:0008237	239	Hypothalamic hypothyroidism
HP:0008239	111	Adrenal medullary hypoplasia
HP:0008240	239	Secondary growth hormone deficiency
HP:0008242	239	Pseudohypoaldosteronism
HP:0008244	239	Congenital adrenal hypoplasia
HP:0008245	239	Pituitary hypothyroidism
HP:0008247	83	Euthyroid hyperthyroxinemia
HP:0008250	153	Infantile hypercalcemia
HP:0008258	239	Congenital adrenal hyperplasia
HP:0008259	148	Adrenocorticotropin receptor defect
HP:0008269	73	Increased red cell hemolysis by shear stress
HP:0008278	239	Cerebellar cortical atrophy
HP:0008279	239	Transient hyperlipidemia
HP:0008281	239	Acute hyperammonemia
HP:0008282	239	Unconjugated hyperbilirubinemia
HP:0008283	239	Fasting hyperinsulinemia
HP:0008285	114	Transient hypophosphatemia
HP:0008288	239	Nonketotic hyperglycinemia
HP:0008291	239	Pituitary corticotropic cell adenoma
HP:0008297	40	Transient hyperphenylalaninemia
HP:0008301	39	Dermatan sulfate excretion in urine
HP:0008305	52	Exercise-induced myoglobinuria
HP:0008314	239	Decreased activity of mitochondrial complex II
HP:0008315	235	Decreased plasma free carnitine
HP:0008316	239	Abnormal mitochondria in muscle tissue
HP:0008318	194	Elevated leukocyte alkaline phosphatase
HP:0008320	93	Impaired collagen-induced platelet aggregation
HP:0008330	239	Reduced von Willebrand factor activity
HP:0008331	239	Elevated creatine kinase after exercise
HP:0008344	239	Elevated plasma branched chain amino acids
HP:0008353	201	Neutral hyperaminoaciduria
HP:0008354	239	Factor X activation deficiency
HP:0008358	103	Hyperprolinemia
HP:0008390	58	Recurrent loss of toenails and fingernails
HP:0008391	239	Dystrophic fingernails
HP:0008392	208	Subungual hyperkeratosis
HP:0008396	75	Chronic monilial nail infection
HP:0008400	48	Onycholysis of distal fingernails
HP:0008401	239	Onychogryposis of toenails
HP:0008402	151	Ridged fingernail
HP:0008416	239	Six lumbar vertebrae
HP:0008419	239	Intervertebral disc degeneration
HP:0008434	61	Hypoplastic cervical vertebrae
HP:0008439	167	Lumbar hemivertebrae
HP:0008442	239	Vertebral hyperostosis
HP:0008443	168	Neuropathic spinal arthropathy
HP:0008445	239	Cervical spinal canal stenosis
HP:0008451	239	Posterior vertebral hypoplasia
HP:0008453	239	Congenital kyphoscoliosis
HP:0008456	57	C2-C3 subluxation
HP:0008458	239	Progressive congenital scoliosis
HP:0008462	239	Cervical instability
HP:0008467	220	Thoracic hemivertebrae
HP:0008468	233	Abnormal sacral segmentation
HP:0008480	239	Cervical spondylosis
HP:0008497	239	Congenital craniofacial dysostosis
HP:0008501	239	Median cleft lip and palate
HP:0008504	239	Moderate sensorineural hearing impairment
HP:0008511	57	Central posterior corneal opacity
HP:0008513	239	Bilateral conductive hearing impairment
HP:0008527	239	Congenital sensorineural hearing impairment
HP:0008529	239	Absence of acoustic reflex
HP:0008555	239	Absent vestibular function
HP:0008568	239	Vestibular areflexia
HP:0008572	239	External ear malformation
HP:0008573	239	Low-frequency sensorineural hearing impairment
HP:0008586	239	Hypoplasia of the cochlea
HP:0008591	239	Congenital conductive hearing impairment
HP:0008596	239	Postlingual sensorineural hearing impairment
HP:0008598	239	Mild conductive hearing impairment
HP:0008605	239	Unilateral external ear deformity
HP:0008607	239	Progressive conductive hearing impairment
HP:0008608	92	Hypertrophic auricular cartilage
HP:0008610	116	Infantile sensorineural hearing impairment
HP:0008615	239	Adult onset sensorineural hearing impairment
HP:0008619	239	Bilateral sensorineural hearing impairment
HP:0008625	239	Severe sensorineural hearing impairment
HP:0008629	239	Pulsatile tinnitus
HP:0008639	239	Gonadal hypoplasia
HP:0008652	239	Autonomic erectile dysfunction
HP:0008653	239	Crescentic glomerulonephritis
HP:0008660	40	Renotubular dysgenesis
HP:0008665	114	Clitoral hypertrophy
HP:0008668	239	Gonadal dysgenesis, male
HP:0008672	239	Calcium oxalate nephrolithiasis
HP:0008675	193	Enlarged polycystic ovaries
HP:0008676	160	Congenital megaureter
HP:0008677	239	Congenital nephrotic syndrome
HP:0008683	89	Enlarged labia minora
HP:0008687	239	Hypoplasia of the prostate
HP:0008695	182	Transient nephrotic syndrome
HP:0008697	239	Hypoplasia of the fallopian tube
HP:0008703	209	Gonadal calcification
HP:0008707	120	Absent scrotum
HP:0008715	239	Testicular dysgenesis
HP:0008716	144	Urethrovaginal fistula
HP:0008718	182	Unilateral renal dysplasia
HP:0008722	239	Urethral diverticulum
HP:0008723	192	Gonadal dysgenesis with female appearance, male
HP:0008726	239	Hypoplasia of the vagina
HP:0008730	132	Female external genitalia in individual with 46,XY karyotype
HP:0008732	239	Renal hypophosphatemia
HP:0008733	60	Dysplastic testes
HP:0008734	239	Decreased testicular size
HP:0008740	101	Longitudinal vaginal septum
HP:0008743	163	Coronal hypospadias
HP:0008747	74	Cartilaginous ossification of larynx
HP:0008749	239	Laryngeal hypoplasia
HP:0008750	239	Laryngeal atresia
HP:0008752	239	Laryngeal cartilage malformation
HP:0008754	173	Laryngeal calcification
HP:0008756	45	Bowing of the vocal cords
HP:0008757	239	Unilateral vocal cord paralysis
HP:0008760	239	Violent behavior
HP:0008762	239	Repetitive compulsive behavior
HP:0008763	239	No social interaction
HP:0008765	239	Auditory hallucinations
HP:0008770	239	Obsessive-compulsive trait
HP:0008780	239	Congenital bilateral hip dislocation
HP:0008796	239	Femoral retroversion
HP:0008802	239	Hypoplasia of the femoral head
HP:0008804	80	Broad femoral head
HP:0008807	239	Acetabular dysplasia
HP:0008808	79	High iliac wing
HP:0008812	99	Flattened femoral head
HP:0008818	46	Large iliac wing
HP:0008826	239	Dislocation of the femoral head
HP:0008829	64	Delayed femoral head ossification
HP:0008839	70	Hypoplastic pelvis
HP:0008843	239	Hip osteoarthritis
HP:0008845	134	Mesomelic short stature
HP:0008846	239	Severe intrauterine growth retardation
HP:0008848	239	Moderately short stature
HP:0008850	239	Severe postnatal growth retardation
HP:0008855	239	Moderate postnatal growth retardation
HP:0008883	239	Mild intrauterine growth retardation
HP:0008935	239	Generalized neonatal hypotonia
HP:0008940	239	Generalized lymphadenopathy
HP:0008942	239	Acute rhabdomyolysis
HP:0008948	94	Proximal upper limb amyotrophy
HP:0008954	82	Intrinsic hand muscle atrophy
HP:0008955	239	Progressive distal muscular atrophy
HP:0008959	239	Distal upper limb muscle weakness
HP:0008963	239	Tibialis muscle weakness
HP:0008967	109	Exercise-induced muscle stiffness
HP:0008969	239	Leg muscle stiffness
HP:0008978	239	Necrotizing myopathy
HP:0008981	204	Calf muscle hypertrophy
HP:0008985	239	Increased intramuscular fat
HP:0008986	239	Agenesis of the diaphragm
HP:0008993	239	Increased intraabdominal fat
HP:0008998	239	Pectoralis hypoplasia
HP:0009003	40	Increased subcutaneous truncal adipose tissue
HP:0009005	126	Weakness of the intrinsic hand muscles
HP:0009020	239	Exercise-induced muscle fatigue
