phenotypeId	numberPapers	phenotypeName
HP:0006160	50	Irregular metacarpals
HP:0006162	74	Soft tissue swelling of interphalangeal joints
HP:0006163	88	Enlarged metacarpophalangeal joints
HP:0006185	70	Enlarged proximal interphalangeal joints
HP:0006190	229	Radially deviated wrists
HP:0006207	100	Partial fusion of carpals
HP:0006217	103	Limited mobility of proximal interphalangeal joint
HP:0006226	229	Osteoarthritis of the first carpometacarpal joint
HP:0006228	104	Valgus hand deformity
HP:0006233	229	Osteoarthritis of the distal interphalangeal joint
HP:0006243	172	Phalangeal dislocation
HP:0006251	229	Limited wrist extension
HP:0006252	229	Interphalangeal joint erosions
HP:0006266	229	Small placenta
HP:0006270	49	Hypoplastic spleen
HP:0006274	229	Reduced pancreatic beta cells
HP:0006276	39	Hyperechogenic pancreas
HP:0006277	229	Pancreatic hyperplasia
HP:0006279	229	Beta-cell dysfunction
HP:0006280	229	Chronic pancreatitis
HP:0006283	142	Multiple unerupted teeth
HP:0006298	55	Prolonged bleeding after dental extraction
HP:0006308	229	Atrophy of alveolar ridges
HP:0006315	69	Solitary median maxillary central incisor
HP:0006323	215	Premature loss of primary teeth
HP:0006329	229	Alveolar process hypoplasia
HP:0006332	229	Supernumerary maxillary incisor
HP:0006333	229	Crowded maxillary incisors
HP:0006334	229	Hypoplasia of the primary teeth
HP:0006335	229	Persistence of primary teeth
HP:0006344	229	Abnormality of primary molar morphology
HP:0006347	56	Microdontia of primary teeth
HP:0006349	229	Agenesis of permanent teeth
HP:0006350	229	Pulp obliteration
HP:0006352	111	Failure of eruption of permanent teeth
HP:0006353	195	Hypoplasia of the tooth germ
HP:0006357	143	Premature loss of permanent teeth
HP:0006368	113	Forearm reduction defects
HP:0006379	229	Proximal tibial hypoplasia
HP:0006380	229	Knee flexion contracture
HP:0006385	229	Short lower limbs
HP:0006389	229	Limited knee flexion
HP:0006390	59	Anterior tibial bowing
HP:0006397	229	Lateral displacement of patellae
HP:0006402	229	Distal shortening of limbs
HP:0006408	137	Distal tapering femur
HP:0006414	123	Distal tibial bowing
HP:0006424	229	Elongated radius
HP:0006429	83	Broad femoral neck
HP:0006434	145	Hypoplasia of proximal radius
HP:0006439	229	Radioulnar dislocation
HP:0006440	149	Increased density of long bone diaphyses
HP:0006442	92	Hypoplasia of proximal fibula
HP:0006443	229	Patellar aplasia
HP:0006446	71	Dysplastic patella
HP:0006453	141	Lateral displacement of the femoral head
HP:0006459	84	Dorsal subluxation of ulna
HP:0006460	131	Increased laxity of ankles
HP:0006461	229	Proximal femoral epiphysiolysis
HP:0006462	162	Generalized bone demineralization
HP:0006463	132	Rickets of the lower limbs
HP:0006471	229	Fixed elbow flexion
HP:0006485	229	Agenesis of incisor
HP:0006510	229	Chronic pulmonary obstruction
HP:0006511	229	Laryngeal stridor
HP:0006516	229	Hypersensitivity pneumonitis
HP:0006518	229	Pulmonary venous occlusion
HP:0006519	229	Alveolar cell carcinoma
HP:0006520	229	Progressive pulmonary function impairment
HP:0006521	180	Pulmonary lymphangiectasia
HP:0006527	229	Lymphocytic interstitial pneumonia
HP:0006528	229	Chronic lung disease
HP:0006531	91	Pleural lymphangiectasia
HP:0006535	56	Recurrent intrapulmonary hemorrhage
HP:0006538	229	Recurrent bronchopulmonary infections
HP:0006543	229	Cardiorespiratory arrest
HP:0006548	229	Pulmonary arteriovenous malformation
HP:0006549	44	Unilateral primary pulmonary dysgenesis
HP:0006552	43	Fibrocystic lung disease
HP:0006555	229	Diffuse hepatic steatosis
HP:0006557	229	Polycystic liver disease
HP:0006558	63	Decreased mitochondrial complex III activity in liver tissue
HP:0006559	229	Hepatic calcification
HP:0006560	229	Biliary hyperplasia
HP:0006563	126	Malformation of the hepatic ductal plate
HP:0006565	116	Increased hepatocellular lipid droplets
HP:0006566	229	Neonatal cholestatic liver disease
HP:0006568	229	Increased hepatic glycogen content
HP:0006571	79	Reduced number of intrahepatic bile ducts
HP:0006573	229	Acute hepatic steatosis
HP:0006574	229	Hepatic arteriovenous malformation
HP:0006575	46	Intrahepatic cholestasis with episodic jaundice
HP:0006576	229	Hepatic vascular malformations
HP:0006577	56	Macronodular cirrhosis
HP:0006579	229	Prolonged neonatal jaundice
HP:0006580	229	Portal fibrosis
HP:0006581	229	Depletion of mitochondrial DNA in liver
HP:0006583	39	Fatal liver failure in infancy
HP:0006596	229	Restricted chest movement
HP:0006597	229	Diaphragmatic paralysis
HP:0006633	65	Glenoid fossa hypoplasia
HP:0006640	229	Multiple rib fractures
HP:0006644	229	Thoracic dysplasia
HP:0006646	60	Costal cartilage calcification
HP:0006655	136	Rib segmentation abnormalities
HP:0006657	216	Hypoplasia of first ribs
HP:0006670	229	Impaired myocardial contractility
HP:0006671	229	Paroxysmal atrial tachycardia
HP:0006677	229	Prolonged QRS complex
HP:0006685	229	Endocardial fibrosis
HP:0006687	229	Aortic tortuosity
HP:0006689	229	Bacterial endocarditis
HP:0006690	229	Myocardial calcification
HP:0006691	106	Pulmonic valve myxoma
HP:0006693	229	Myocardial steatosis
HP:0006699	229	Premature atrial contractions
HP:0006702	229	Coronary artery dissection
HP:0006715	106	Glomus tympanicum paraganglioma
HP:0006716	229	Hereditary nonpolyposis colorectal carcinoma
HP:0006719	229	Benign gastrointestinal tract tumors
HP:0006722	229	Small intestine carcinoid
HP:0006725	229	Pancreatic adenocarcinoma
HP:0006727	229	T-cell acute lymphoblastic leukemias
HP:0006731	229	Follicular thyroid carcinoma
HP:0006732	229	Papillary renal cell carcinoma type 2
HP:0006733	229	Acute megakaryocytic leukemia
HP:0006735	223	Renal cortical adenoma
HP:0006737	229	Extraadrenal pheochromocytoma
HP:0006739	229	Squamous cell carcinoma of the skin
HP:0006740	229	Transitional cell carcinoma of the bladder
HP:0006743	229	Embryonal rhabdomyosarcoma
HP:0006744	229	Adrenocortical carcinoma
HP:0006747	229	Ganglioneuroblastoma
HP:0006748	229	Adrenal pheochromocytoma
HP:0006755	222	Cutaneous leiomyosarcoma
HP:0006758	229	Malignant genitourinary tract tumor
HP:0006763	229	Anal canal squamous carcinoma
HP:0006765	229	Chondrosarcoma
HP:0006768	229	Localized neuroblastoma
HP:0006769	174	Myxoid subcutaneous tumors
HP:0006770	229	Clear cell renal cell carcinoma
HP:0006771	229	Duodenal adenocarcinoma
HP:0006772	229	Renal angiomyolipoma
HP:0006774	229	Ovarian papillary adenocarcinoma
HP:0006775	229	Multiple myeloma
HP:0006778	229	Benign genitourinary tract neoplasm
HP:0006779	229	Alveolar rhabdomyosarcoma
HP:0006780	229	Parathyroid carcinoma
HP:0006781	229	Hurthle cell thyroid adenoma
HP:0006782	229	Malignant eosinophil proliferation
HP:0006783	229	Posterior pharyngeal cleft
HP:0006784	229	Paranasal sinus hypoplasia
HP:0006785	229	Limb-girdle muscular dystrophy
HP:0006799	112	Basal ganglia cysts
HP:0006808	229	Cerebral hypomyelination
HP:0006818	145	4-layered lissencephaly
HP:0006829	229	Severe muscular hypotonia
HP:0006837	83	Congenital Horner syndrome
HP:0006850	68	Hypoplasia of the ventral pons
HP:0006852	88	Episodic generalized hypotonia
HP:0006855	229	Cerebellar vermis atrophy
HP:0006858	86	Impaired distal proprioception
HP:0006863	229	Severe expressive language delay
HP:0006870	229	Lobar holoprosencephaly
HP:0006873	89	Symmetrical progressive peripheral demyelination
HP:0006879	210	Pontocerebellar atrophy
HP:0006880	229	Cerebellar hemangioblastoma
HP:0006882	229	Severe hydrocephalus
HP:0006887	229	Intellectual disability, progressive
HP:0006888	229	Meningoencephalocele
HP:0006889	229	Intellectual disability, borderline
HP:0006892	229	Frontotemporal cerebral atrophy
HP:0006895	229	Lower limb hypertonia
HP:0006896	229	Hypnopompic hallucinations
HP:0006897	229	Abducens palsy
HP:0006899	79	Fusion of the cerebellar hemispheres
HP:0006904	229	Late-onset spinocerebellar degeneration
HP:0006913	229	Frontal cortical atrophy
HP:0006918	229	Diffuse cerebral sclerosis
HP:0006921	229	Axial muscle stiffness
HP:0006929	80	Hypoglycemic encephalopathy
HP:0006930	66	Frontoparietal cortical dysplasia
HP:0006937	50	Impaired distal tactile sensation
HP:0006938	42	Impaired vibration sensation at ankles
HP:0006949	229	Episodic peripheral neuropathy
HP:0006951	50	Retrocerebellar cyst
HP:0006955	166	Olivopontocerebellar hypoplasia
HP:0006956	229	Lateral ventricle dilatation
HP:0006960	82	Choroid plexus calcification
HP:0006961	40	Jerky head movements
HP:0006964	229	Cerebral cortical neurodegeneration
HP:0006965	229	Acute necrotizing encephalopathy
HP:0006970	229	Periventricular leukomalacia
HP:0006978	120	Dysmyelinating leukodystrophy
HP:0006986	229	Upper limb spasticity
HP:0006988	229	Alobar holoprosencephaly
HP:0006989	55	Dysplastic corpus callosum
HP:0006994	229	Diffuse leukoencephalopathy
HP:0006999	229	Basal ganglia gliosis
HP:0007002	229	Motor axonal neuropathy
HP:0007006	216	Dorsal column degeneration
HP:0007009	229	Central nervous system degeneration
HP:0007010	63	Poor fine motor coordination
HP:0007015	43	Poor gross motor coordination
HP:0007016	229	Corticospinal tract hypoplasia
HP:0007017	229	Progressive forgetfulness
HP:0007018	229	Attention deficit hyperactivity disorder
HP:0007020	229	Progressive spastic paraplegia
HP:0007021	229	Pain insensitivity
HP:0007023	229	Antenatal intracerebral hemorrhage
HP:0007024	215	Pseudobulbar paralysis
HP:0007029	229	Cerebral berry aneurysm
HP:0007034	229	Generalized hyperreflexia
HP:0007036	229	Hypoplasia of olfactory tract
HP:0007041	229	Chronic lymphocytic meningitis
HP:0007047	229	Atrophy of the dentate nucleus
HP:0007048	229	Large basal ganglia
HP:0007064	229	Progressive language deterioration
HP:0007067	229	Distal peripheral sensory neuropathy
HP:0007068	87	Inferior cerebellar vermis hypoplasia
HP:0007074	229	Thick corpus callosum
HP:0007082	229	Dilated third ventricle
HP:0007086	229	Social and occupational deterioration
HP:0007097	229	Cranial nerve motor loss
HP:0007099	229	Chiari type I malformation
HP:0007100	229	Progressive ventriculomegaly
HP:0007104	229	Prolonged somatosensory evoked potentials
HP:0007105	229	Infantile encephalopathy
HP:0007107	229	Segmental peripheral demyelination
HP:0007110	229	Central hypoventilation
HP:0007129	229	Cerebellar medulloblastoma
HP:0007131	229	Acute demyelinating polyneuropathy
HP:0007132	67	Pallidal degeneration
HP:0007133	229	Progressive peripheral neuropathy
HP:0007141	229	Sensorimotor neuropathy
HP:0007146	229	Bilateral basal ganglia lesions
HP:0007153	229	Progressive extrapyramidal movement disorder
HP:0007159	229	Fluctuations in consciousness
HP:0007162	229	Diffuse demyelination of the cerebral white matter
HP:0007182	229	Peripheral hypomyelination
HP:0007185	229	Loss of consciousness
HP:0007187	192	Focal lissencephaly
HP:0007188	229	Congenital facial diplegia
HP:0007190	229	Neuronal loss in the cerebral cortex
HP:0007193	200	Bilateral tonic-clonic seizure on awakening
HP:0007201	229	Cerebral artery atherosclerosis
HP:0007206	229	Hemimegalencephaly
HP:0007207	229	Photosensitive tonic-clonic seizure
HP:0007209	229	Facial paralysis
HP:0007215	157	Periodic hyperkalemic paralysis
HP:0007220	229	Demyelinating motor neuropathy
HP:0007221	229	Progressive truncal ataxia
HP:0007227	229	Macrogyria
HP:0007230	87	Decreased distal sensory nerve action potential
HP:0007233	229	Clusters of axonal regeneration
HP:0007236	229	Recurrent subcortical infarcts
HP:0007240	229	Progressive gait ataxia
HP:0007258	229	Severe demyelination of the white matter
HP:0007260	229	Type II lissencephaly
HP:0007263	229	Spinocerebellar atrophy
HP:0007267	229	Chronic axonal neuropathy
HP:0007270	229	Atypical absence seizure
HP:0007271	52	Occipital myelomeningocele
HP:0007272	202	Progressive psychomotor deterioration
HP:0007274	229	Recurrent bacterial meningitis
HP:0007289	213	Limb fasciculations
HP:0007293	166	Anterior sacral meningocele
HP:0007299	229	Dysfunction of lateral corticospinal tracts
HP:0007302	229	Bipolar affective disorder
HP:0007307	229	Rapid neurologic deterioration
HP:0007308	229	Extrapyramidal dyskinesia
HP:0007311	229	Short stepped shuffling gait
HP:0007313	229	Cerebral degeneration
HP:0007326	98	Progressive choreoathetosis
HP:0007327	102	Mixed demyelinating and axonal polyneuropathy
HP:0007333	229	Hypoplasia of the frontal lobes
HP:0007335	229	Recurrent encephalopathy
HP:0007346	92	Subcortical white matter calcifications
HP:0007348	229	Hypoplasia of the pyramidal tract
HP:0007351	229	Upper limb postural tremor
HP:0007354	229	Amyotrophic lateral sclerosis
HP:0007371	229	Corpus callosum atrophy
HP:0007381	42	Congenital exfoliative erythroderma
HP:0007390	229	Hyperkeratosis with erythema
HP:0007402	96	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines
HP:0007408	38	Tegumentary leishmaniasis susceptibility
HP:0007410	113	Palmoplantar hyperhidrosis
HP:0007412	52	Macular hyperpigmented dermopathy
HP:0007417	175	Discoid lupus rash
HP:0007420	229	Spontaneous hematomas
HP:0007427	109	Reticulated skin pigmentation
HP:0007428	59	Telangiectasia of the oral mucosa
HP:0007429	50	Few cafe-au-lait spots
HP:0007437	133	Multiple cutaneous leiomyomas
HP:0007443	229	Partial albinism
HP:0007446	95	Palmoplantar blistering
HP:0007447	181	Diffuse palmoplantar hyperkeratosis
HP:0007459	229	Generalized anhidrosis
HP:0007464	229	Sparse facial hair
HP:0007468	83	Perifollicular hyperkeratosis
HP:0007473	72	Crusting erythematous dermatitis
HP:0007475	229	Congenital bullous ichthyosiform erythroderma
HP:0007476	229	Anhidrotic ectodermal dysplasia
HP:0007479	229	Congenital nonbullous ichthyosiform erythroderma
HP:0007480	106	Decreased sweating due to autonomic dysfunction
HP:0007481	144	Hyperpigmented nevi
HP:0007482	229	Generalized papillary lesions
HP:0007485	229	Absence of subcutaneous fat
HP:0007486	73	Cavernous hemangioma of the face
HP:0007489	229	Diffuse telangiectasia
HP:0007500	44	Decreased number of sweat glands
HP:0007502	229	Follicular hyperkeratosis
HP:0007503	229	Generalized ichthyosis
HP:0007505	229	Progressive hyperpigmentation
HP:0007522	59	Increased number of skin folds
HP:0007524	229	Atypical neurofibromatosis
HP:0007529	229	Hidrotic ectodermal dysplasia
HP:0007530	61	Punctate palmoplantar hyperkeratosis
HP:0007537	229	Severe photosensitivity
HP:0007543	229	Epidermal hyperkeratosis
HP:0007544	229	Piebaldism
HP:0007545	148	Congenital palmoplantar hyperkeratosis
HP:0007546	229	Linear hyperpigmentation
HP:0007552	112	Abnormal subcutaneous fat tissue distribution
HP:0007559	123	Localized epidermolytic hyperkeratosis
HP:0007569	211	Generalized seborrheic dermatitis
HP:0007587	80	Numerous pigmented freckles
HP:0007588	119	Reticular hyperpigmentation
HP:0007589	229	Aplasia cutis congenita on trunk or limbs
HP:0007603	76	Freckles in sun-exposed areas
HP:0007607	229	Hypohidrotic ectodermal dysplasia
HP:0007618	229	Subcutaneous calcification
HP:0007620	229	Cutaneous leiomyoma
HP:0007626	229	Mandibular osteomyelitis
HP:0007627	229	Mandibular condyle aplasia
HP:0007628	229	Mandibular condyle hypoplasia
HP:0007633	229	Bilateral microphthalmos
HP:0007634	229	Nonarteritic anterior ischemic optic neuropathy
HP:0007643	163	Peripheral tractional retinal detachment
HP:0007650	229	Progressive ophthalmoplegia
HP:0007651	229	Ectropion of lower eyelids
HP:0007656	229	Lacrimal gland aplasia
HP:0007667	77	Peripheral cystoid retinal degeneration
HP:0007675	229	Progressive night blindness
HP:0007678	229	Lacrimal duct stenosis
HP:0007687	229	Unilateral ptosis
HP:0007697	229	Hypoplasia of the lower eyelids
HP:0007707	229	Congenital aphakia
HP:0007709	48	Band-shaped corneal dystrophy
HP:0007710	67	Peripheral vitreous opacities
HP:0007715	55	Weak extraocular muscles
HP:0007717	53	Chronic irritative conjunctivitis
HP:0007720	229	Flat cornea
HP:0007731	48	Chorioretinal dysplasia
HP:0007732	229	Lacrimal gland hypoplasia
HP:0007734	229	Enlarged lacrimal glands
HP:0007737	63	Bone spicule pigmentation of the retina
HP:0007738	54	Uncontrolled eye movements
HP:0007760	189	Crystalline corneal dystrophy
HP:0007765	229	Deep anterior chamber
HP:0007766	229	Optic disc hypoplasia
HP:0007768	95	Central retinal vessel vascular tortuosity
HP:0007770	229	Hypoplasia of the retina
HP:0007774	229	Hypoplasia of the ciliary body
HP:0007778	229	Posterior retinal neovascularization
HP:0007779	229	Anterior segment of eye aplasia
HP:0007791	41	Patchy atrophy of the retinal pigment epithelium
HP:0007800	229	Increased axial length of the globe
HP:0007802	229	Granular corneal dystrophy
HP:0007807	229	Optic nerve compression
HP:0007811	229	Horizontal pendular nystagmus
HP:0007813	172	Nongranulomatous uveitis
HP:0007817	46	Horizontal supranuclear gaze palsy
HP:0007819	78	Presenile cataracts
HP:0007824	229	Total ophthalmoplegia
HP:0007827	56	Nodular corneal dystrophy
HP:0007832	229	Pigmentation of the sclera
HP:0007834	229	Progressive cataract
HP:0007838	229	Progressive ptosis
HP:0007850	229	Retinal vascular proliferation
HP:0007854	229	Glaucomatous visual field defect
HP:0007859	229	Congenital horizontal nystagmus
HP:0007862	229	Retinal calcification
HP:0007866	229	Retinal infarction
HP:0007872	229	Choroidal hemangioma
HP:0007875	229	Congenital blindness
HP:0007880	133	Marginal corneal dystrophy
HP:0007885	53	Slowed horizontal saccades
HP:0007892	229	Hypoplasia of the lacrimal punctum
HP:0007898	229	Exudative retinopathy
HP:0007902	229	Vitreous hemorrhage
HP:0007906	229	Ocular hypertension
HP:0007913	45	Reticular retinal dystrophy
HP:0007915	135	Polymorphous posterior corneal dystrophy
HP:0007924	154	Slow decrease in visual acuity
HP:0007925	229	Lacrimal duct aplasia
HP:0007939	65	Blue cone monochromacy
HP:0007942	229	Internal ophthalmoplegia
HP:0007950	81	Peripapillary chorioretinal atrophy
HP:0007958	62	Optic atrophy from cranial nerve compression
HP:0007965	47	Undetectable visual evoked potentials
HP:0007973	229	Retinal dysplasia
HP:0007975	41	Hypometric horizontal saccades
HP:0007979	140	Gaze-evoked horizontal nystagmus
HP:0007980	229	Absent retinal pigment epithelium
HP:0007984	98	Electronegative electroretinogram
HP:0007985	161	Retinal arteriolar occlusion
HP:0007987	229	Progressive visual field defects
HP:0007988	175	Macular hypopigmentation
HP:0007989	229	Intraretinal exudate
HP:0007992	170	Lattice retinal degeneration
HP:0007993	229	Malformed lacrimal duct
HP:0007994	229	Peripheral visual field loss
HP:0008000	229	Decreased corneal reflex
HP:0008007	229	Primary congenital glaucoma
HP:0008020	229	Cone dystrophy
HP:0008028	229	Cystoid macular degeneration
HP:0008037	176	Absent anterior chamber of the eye
HP:0008039	171	Subepithelial corneal opacities
HP:0008043	55	Retinal arteriolar constriction
HP:0008071	229	Maternal hypertension
HP:0008072	143	Maternal virilization in pregnancy
HP:0008075	107	Progressive pes cavus
HP:0008080	229	Hallux varus
HP:0008081	229	Pes valgus
HP:0008082	81	Medial deviation of the foot
HP:0008110	229	Equinovarus deformity
HP:0008112	73	Plantar flexion contractures
HP:0008124	229	Talipes calcaneovarus
HP:0008132	119	Medial rotation of the medial malleolus
HP:0008138	67	Equinus calcaneus
HP:0008141	127	Dislocation of toes
HP:0008150	229	Elevated serum transaminases during infections
HP:0008151	229	Prolonged prothrombin time
HP:0008158	229	Hyperapobetalipoproteinemia
HP:0008162	117	Asymptomatic hyperammonemia
HP:0008163	229	Decreased circulating cortisol level
HP:0008165	229	Decreased helper T cell proportion
HP:0008166	229	Decreased beta-galactosidase activity
HP:0008167	229	Very long chain fatty acid accumulation
HP:0008169	229	Reduced factor VII activity
HP:0008180	94	Mildly elevated creatine kinase
HP:0008181	174	Abetalipoproteinemia
HP:0008182	229	Adrenocortical hypoplasia
HP:0008185	229	Precocious puberty in males
HP:0008187	229	Absence of secondary sex characteristics
HP:0008189	229	Insulin insensitivity
HP:0008191	229	Thyroid agenesis
HP:0008193	229	Primary gonadal insufficiency
HP:0008194	63	Multiple pancreatic beta-cell adenomas
HP:0008198	229	Congenital hypoparathyroidism
HP:0008200	229	Primary hyperparathyroidism
HP:0008202	73	Reduced circulating prolactin concentration
HP:0008205	229	Insulin-dependent but ketosis-resistant diabetes
HP:0008208	229	Parathyroid hyperplasia
HP:0008209	229	Premature ovarian insufficiency
HP:0008211	229	Parathyroid agenesis
HP:0008213	229	Gonadotropin deficiency
HP:0008214	229	Decreased serum estradiol
HP:0008222	229	Female infertility
HP:0008223	180	Compensated hypothyroidism
HP:0008225	229	Thyroid follicular hyperplasia
HP:0008226	229	Androgen insufficiency
HP:0008227	229	Pituitary resistance to thyroid hormone
HP:0008231	229	Macronodular adrenal hyperplasia
HP:0008232	138	Elevated circulating follicle stimulating hormone level
HP:0008233	229	Decreased circulating progesterone
HP:0008236	81	Isosexual precocious puberty
HP:0008237	229	Hypothalamic hypothyroidism
HP:0008239	105	Adrenal medullary hypoplasia
HP:0008240	229	Secondary growth hormone deficiency
HP:0008242	229	Pseudohypoaldosteronism
HP:0008244	229	Congenital adrenal hypoplasia
HP:0008245	229	Pituitary hypothyroidism
HP:0008247	82	Euthyroid hyperthyroxinemia
HP:0008250	149	Infantile hypercalcemia
HP:0008258	229	Congenital adrenal hyperplasia
HP:0008259	132	Adrenocorticotropin receptor defect
HP:0008269	69	Increased red cell hemolysis by shear stress
HP:0008278	229	Cerebellar cortical atrophy
HP:0008279	229	Transient hyperlipidemia
HP:0008281	229	Acute hyperammonemia
HP:0008282	229	Unconjugated hyperbilirubinemia
HP:0008283	229	Fasting hyperinsulinemia
HP:0008285	103	Transient hypophosphatemia
HP:0008288	229	Nonketotic hyperglycinemia
HP:0008291	229	Pituitary corticotropic cell adenoma
HP:0008297	38	Transient hyperphenylalaninemia
HP:0008305	49	Exercise-induced myoglobinuria
HP:0008314	229	Decreased activity of mitochondrial complex II
HP:0008315	213	Decreased plasma free carnitine
HP:0008316	229	Abnormal mitochondria in muscle tissue
HP:0008318	171	Elevated leukocyte alkaline phosphatase
HP:0008320	86	Impaired collagen-induced platelet aggregation
HP:0008330	229	Reduced von Willebrand factor activity
HP:0008331	229	Elevated creatine kinase after exercise
HP:0008344	229	Elevated plasma branched chain amino acids
HP:0008353	182	Neutral hyperaminoaciduria
HP:0008354	229	Factor X activation deficiency
HP:0008358	104	Hyperprolinemia
HP:0008390	47	Recurrent loss of toenails and fingernails
HP:0008391	229	Dystrophic fingernails
HP:0008392	198	Subungual hyperkeratosis
HP:0008396	74	Chronic monilial nail infection
HP:0008400	46	Onycholysis of distal fingernails
HP:0008401	229	Onychogryposis of toenails
HP:0008402	141	Ridged fingernail
HP:0008416	229	Six lumbar vertebrae
HP:0008419	229	Intervertebral disc degeneration
HP:0008434	57	Hypoplastic cervical vertebrae
HP:0008439	154	Lumbar hemivertebrae
HP:0008442	229	Vertebral hyperostosis
HP:0008443	151	Neuropathic spinal arthropathy
HP:0008445	229	Cervical spinal canal stenosis
HP:0008451	229	Posterior vertebral hypoplasia
HP:0008453	229	Congenital kyphoscoliosis
HP:0008456	53	C2-C3 subluxation
HP:0008458	229	Progressive congenital scoliosis
HP:0008462	229	Cervical instability
HP:0008467	193	Thoracic hemivertebrae
HP:0008468	206	Abnormal sacral segmentation
HP:0008480	229	Cervical spondylosis
HP:0008497	229	Congenital craniofacial dysostosis
HP:0008501	229	Median cleft lip and palate
HP:0008504	229	Moderate sensorineural hearing impairment
HP:0008511	52	Central posterior corneal opacity
HP:0008513	229	Bilateral conductive hearing impairment
HP:0008527	229	Congenital sensorineural hearing impairment
HP:0008529	229	Absence of acoustic reflex
HP:0008555	229	Absent vestibular function
HP:0008568	229	Vestibular areflexia
HP:0008572	229	External ear malformation
HP:0008573	229	Low-frequency sensorineural hearing impairment
HP:0008586	229	Hypoplasia of the cochlea
HP:0008591	229	Congenital conductive hearing impairment
HP:0008596	229	Postlingual sensorineural hearing impairment
HP:0008598	229	Mild conductive hearing impairment
HP:0008605	229	Unilateral external ear deformity
HP:0008607	229	Progressive conductive hearing impairment
HP:0008608	86	Hypertrophic auricular cartilage
HP:0008610	107	Infantile sensorineural hearing impairment
HP:0008615	229	Adult onset sensorineural hearing impairment
HP:0008619	229	Bilateral sensorineural hearing impairment
HP:0008625	229	Severe sensorineural hearing impairment
HP:0008629	229	Pulsatile tinnitus
HP:0008639	229	Gonadal hypoplasia
HP:0008652	229	Autonomic erectile dysfunction
HP:0008653	229	Crescentic glomerulonephritis
HP:0008660	40	Renotubular dysgenesis
HP:0008665	107	Clitoral hypertrophy
HP:0008668	229	Gonadal dysgenesis, male
HP:0008672	229	Calcium oxalate nephrolithiasis
HP:0008675	177	Enlarged polycystic ovaries
HP:0008676	149	Congenital megaureter
HP:0008677	229	Congenital nephrotic syndrome
HP:0008683	82	Enlarged labia minora
HP:0008687	229	Hypoplasia of the prostate
HP:0008695	170	Transient nephrotic syndrome
HP:0008697	229	Hypoplasia of the fallopian tube
HP:0008703	200	Gonadal calcification
HP:0008707	110	Absent scrotum
HP:0008715	229	Testicular dysgenesis
HP:0008716	137	Urethrovaginal fistula
HP:0008718	170	Unilateral renal dysplasia
HP:0008722	229	Urethral diverticulum
HP:0008723	179	Gonadal dysgenesis with female appearance, male
HP:0008726	229	Hypoplasia of the vagina
HP:0008730	127	Female external genitalia in individual with 46,XY karyotype
HP:0008732	229	Renal hypophosphatemia
HP:0008733	59	Dysplastic testes
HP:0008734	229	Decreased testicular size
HP:0008740	94	Longitudinal vaginal septum
HP:0008743	142	Coronal hypospadias
HP:0008747	71	Cartilaginous ossification of larynx
HP:0008749	229	Laryngeal hypoplasia
HP:0008750	229	Laryngeal atresia
HP:0008752	229	Laryngeal cartilage malformation
HP:0008754	164	Laryngeal calcification
HP:0008756	42	Bowing of the vocal cords
HP:0008757	229	Unilateral vocal cord paralysis
HP:0008760	229	Violent behavior
HP:0008762	229	Repetitive compulsive behavior
HP:0008763	229	No social interaction
HP:0008765	229	Auditory hallucinations
HP:0008770	229	Obsessive-compulsive trait
HP:0008780	229	Congenital bilateral hip dislocation
HP:0008796	229	Femoral retroversion
HP:0008802	229	Hypoplasia of the femoral head
HP:0008804	66	Broad femoral head
HP:0008807	229	Acetabular dysplasia
HP:0008808	71	High iliac wing
HP:0008812	88	Flattened femoral head
HP:0008818	43	Large iliac wing
HP:0008826	229	Dislocation of the femoral head
HP:0008829	50	Delayed femoral head ossification
HP:0008839	61	Hypoplastic pelvis
HP:0008843	229	Hip osteoarthritis
HP:0008845	131	Mesomelic short stature
HP:0008846	229	Severe intrauterine growth retardation
HP:0008848	229	Moderately short stature
HP:0008850	229	Severe postnatal growth retardation
HP:0008855	229	Moderate postnatal growth retardation
HP:0008883	229	Mild intrauterine growth retardation
HP:0008935	229	Generalized neonatal hypotonia
HP:0008940	229	Generalized lymphadenopathy
HP:0008942	229	Acute rhabdomyolysis
HP:0008948	92	Proximal upper limb amyotrophy
HP:0008954	73	Intrinsic hand muscle atrophy
HP:0008955	229	Progressive distal muscular atrophy
HP:0008959	229	Distal upper limb muscle weakness
HP:0008963	229	Tibialis muscle weakness
HP:0008967	103	Exercise-induced muscle stiffness
HP:0008969	229	Leg muscle stiffness
HP:0008978	229	Necrotizing myopathy
HP:0008981	193	Calf muscle hypertrophy
HP:0008985	229	Increased intramuscular fat
HP:0008986	229	Agenesis of the diaphragm
HP:0008993	229	Increased intraabdominal fat
HP:0008998	229	Pectoralis hypoplasia
HP:0009005	116	Weakness of the intrinsic hand muscles
HP:0009020	229	Exercise-induced muscle fatigue
HP:0009027	63	Foot dorsiflexor weakness
HP:0009045	175	Exercise-induced rhabdomyolysis
HP:0009046	229	Difficulty running
HP:0009049	159	Peroneal muscle atrophy
HP:0009055	229	Generalized limb muscle atrophy
HP:0009059	229	Congenital generalized lipodystrophy
HP:0009063	229	Progressive distal muscle weakness
HP:0009064	229	Generalized lipodystrophy
HP:0009071	229	Inflammatory myopathy
