phenotypeId	phenotypeName	numberPapers
HP:0030081	Punctate periventricular T2 hyperintense foci	0
HP:0007099	Chiari type I malformation	776
HP:0010853	EEG with periodic lateralized epileptiform discharges	238
HP:0012557	EEG with centrotemporal focal spike waves	33
HP:0012014	EEG with central focal spikes	172
HP:0012012	EEG with parietal focal spike waves	37
HP:0012010	EEG with frontal focal spike waves	81
HP:0011190	Uni- and bilateral multifocal epileptiform discharges	1
HP:0012017	EEG with parietal focal spikes	146
HP:0012015	EEG with frontal focal spikes	315
HP:0011194	EEG with series of focal spikes	101
HP:0012016	EEG with occipital focal spikes	187
HP:0012018	EEG with temporal focal spikes	760
HP:0011290	EEG with frontal sharp slow waves	32
HP:0011295	EEG with parietal sharp waves	37
HP:0011289	EEG with temporal sharp slow waves	60
HP:0010849	EEG with spike-wave complexes (>3.5 Hz)	6
HP:0001326	EEG with irregular generalized spike and wave complexes	15
HP:0010848	EEG with spike-wave complexes (2.5-3.5 Hz)	0
HP:0002392	EEG with polyspike wave complexes	76
HP:0003292	Decreased serum leptin	998
HP:0006274	Reduced pancreatic beta cells	1000
HP:0006279	Beta-cell dysfunction	959
HP:0002930	Impaired sensitivity to thyroid hormone	769
HP:0008247	Euthyroid hyperthyroxinemia	83
HP:0025482	Positive perchlorate discharge test	29
HP:0008263	Thyroid defect in oxidation and organification of iodide	12
HP:0010518	Thyroglossal cyst	747
HP:0025388	Thyroid nodule	786
HP:0008229	Thyroid lymphangiectasia	6
HP:0008186	Adrenocortical cytomegaly	7
HP:0031083	Abnormal response to human chorionic gonadotrophin stimulation test	40
HP:0031074	Abnormal response to ACTH stimulation test	165
HP:0012287	Hypothalamic luteinizing hormone-releasing hormone deficiency	347
HP:0008237	Hypothalamic hypothyroidism	951
HP:0008242	Pseudohypoaldosteronism	543
HP:0000852	Pseudohypoparathyroidism	675
HP:0008208	Parathyroid hyperplasia	950
HP:0000044	Hypogonadotropic hypogonadism	940
HP:0000134	Female hypogonadism	911
HP:0000026	Male hypogonadism	853
HP:0000815	Hypergonadotropic hypogonadism	841
HP:0012412	Premature adrenarche	233
HP:0008647	Pubertal developmental failure in females	34
HP:0012683	Pineal cyst	857
HP:0012687	Agenesis of pineal gland	118
HP:0012689	Abnormal pineal melatonin secretion	172
HP:0003351	Decreased circulating renin level	489
HP:0000848	Increased circulating renin level	999
HP:0000778	Hypoplasia of the thymus	936
HP:0005359	Aplasia of the thymus	951
HP:0006780	Parathyroid carcinoma	816
HP:0002897	Parathyroid adenoma	820
HP:0040278	Prolactinoma	865
HP:0100598	Pulmonary edema	638
HP:0033662	Air bronchogram	688
HP:0033670	Organizing pneumonia	811
HP:0032543	Lithoptysis	14
HP:0002105	Hemoptysis	734
HP:0033709	Increased sputum production	1000
HP:0012798	Pulmonary lymphangiomyomatosis	822
HP:0030357	Small cell lung carcinoma	835
HP:0100528	Pleuropulmonary blastoma	392
HP:0100638	Neoplasm of the pharynx	813
HP:0012118	Laryngeal carcinoma	935
HP:0033001	Laryngeal papilloma	783
HP:0030877	Reduced FEV1/FVC ratio	309
HP:0002792	Reduced vital capacity	993
HP:0002091	Restrictive ventilatory defect	265
HP:0040213	Hypopnea	955
HP:0012195	Irregular respiration	696
HP:0012196	Cheyne-Stokes respiration	476
HP:0046507	Bradypnea	196
HP:0030207	Paradoxical respiration	624
HP:0002203	Respiratory paralysis	798
HP:0012496	Reduced maximal inspiratory pressure	503
HP:0012497	Reduced maximal expiratory pressure	415
HP:4000007	Bronchoconstriction	899
HP:0025428	Bronchospasm	761
HP:0031603	Impaired nasal mucociliary clearance	188
HP:0006510	Chronic pulmonary obstruction	926
HP:0200073	Respiratory insufficiency due to defective ciliary clearance	3
HP:0002878	Respiratory failure	764
HP:0004878	Intercostal muscle weakness	76
HP:0012042	Aspirin-induced asthma	798
HP:0012653	Status asthmaticus	564
HP:0033362	Recurrent coughing spasms	14
HP:0031246	Nonproductive cough	687
HP:0031245	Productive cough	940
HP:0033158	Reduced respiratory ciliary beating frequency	21
HP:0031417	Rhinorrhea	786
HP:0005317	Increased pulmonary vascular resistance	996
HP:0030950	Pulmonary venous hypertension	864
HP:0005947	Decreased sensitivity to hypoxemia	987
HP:0002790	Neonatal breathing dysregulation	59
HP:0008073	Low maternal circulating estriol concentration	1
HP:0011432	High maternal circulating alpha-fetoprotein concentration	4
HP:0008071	Maternal hypertension	961
HP:0100602	Preeclampsia	859
HP:0100601	Eclampsia	806
HP:0011438	Maternal teratogenic exposure	968
HP:0030927	1-minute APGAR score of 0	0
HP:0030928	1-minute APGAR score of 1	349
HP:0030925	5-minute APGAR score of 5	717
HP:0030921	5-minute APGAR score of 1	577
HP:0001196	Short umbilical cord	992
HP:0032435	Neonatal omphalitis	134
HP:0030657	Umbilical cord hematoma	869
HP:0032434	Delayed umbilical cord separation	110
HP:0011419	Placental abruption	877
HP:0100768	Choriocarcinoma	804
HP:0032165	Placental mesenchymal dysplasia	165
HP:0025712	Spontaneous chorioamniotic separation	16
HP:0025116	Fetal distress	839
HP:0033336	Zygotic cleavage failure	85
HP:4000008	Formation of multiple pronuclei during fertilization	32
HP:0033712	Repeated implantation failure	993
HP:0034381	Central nervous system axonal spheroid	334
HP:0002511	Alzheimer disease	520
HP:0007922	Hypermyelinated retinal nerve fibers	7
HP:0007327	Mixed demyelinating and axonal polyneuropathy	108
HP:0002366	Abnormal lower motor neuron morphology	502
HP:0003382	Hypertrophic nerve changes	607
HP:0003443	Decreased size of nerve terminals	264
HP:0003405	Diffuse axonal swelling	341
HP:0033672	Positive carpal Tinel sign	60
HP:0032121	Froment sign	25
HP:0034351	Neuromyotonia	528
HP:0033673	Positive Phalen test	76
HP:0002331	Recurrent paroxysmal headache	128
HP:0010527	Astereognosia	867
HP:0011812	Agraphesthesia	13
HP:0000224	Hypogeusia	907
HP:0100753	Schizophrenia	723
HP:0410291	Negativism	881
HP:0002193	Pseudobulbar behavioral symptoms	54
HP:0010529	Echolalia	145
HP:0000757	Lack of insight	990
HP:0032521	Self hugging	34
HP:0032508	Polyembolokoilamania	19
HP:0000732	Inflexible adherence to routines or rituals	701
HP:0000710	Hyperorality	69
HP:0032509	Onychotillomania	33
HP:0031987	Diminished ability to concentrate	999
HP:0010865	Oppositional defiant disorder	976
HP:0002307	Drooling	848
HP:0000751	Personality changes	994
HP:0003763	Bruxism	774
HP:0000721	Lack of spontaneous play	340
HP:0025479	Self-neglect	963
HP:0002300	Mutism	854
HP:0002524	Cataplexy	876
HP:0002068	Neuromuscular dysphagia	938
HP:0031162	Impaired oropharyngeal swallow response	49
HP:0031146	Impaired oral bolus formation	66
HP:0200136	Oral-pharyngeal dysphagia	802
HP:0410262	Lower cranial nerve dysfunction	996
HP:0031951	Nocturnal seizures	760
HP:0007141	Sensorimotor neuropathy	971
HP:0009831	Mononeuropathy	772
HP:0007133	Progressive peripheral neuropathy	942
HP:0001301	Chronic sensorineural polyneuropathy	24
HP:0006949	Episodic peripheral neuropathy	979
HP:0001271	Polyneuropathy	833
HP:0003489	Acute episodes of neuropathic symptoms	50
HP:0010835	Dissociated sensory loss	197
HP:0031908	Micrographia	118
HP:0031868	Optic ataxia	890
HP:0002533	Abnormal posturing	903
HP:0002487	Hyperkinetic movements	912
HP:0001335	Bimanual synkinesia	12
HP:0025403	Stooped posture	227
HP:0000743	Frontal release signs	887
HP:0002172	Postural instability	988
HP:0020037	Astasia	86
HP:0012164	Asterixis	755
HP:0002516	Increased intracranial pressure	933
HP:0002448	Progressive encephalopathy	802
HP:0007335	Recurrent encephalopathy	802
HP:0006929	Hypoglycemic encephalopathy	88
HP:0200134	Epileptic encephalopathy	904
HP:0006789	Mitochondrial encephalopathy	373
HP:0007105	Infantile encephalopathy	928
HP:0007675	Progressive night blindness	307
HP:0007830	Adult-onset night blindness	6
HP:0000651	Diplopia	718
HP:0001125	Transient unilateral blurring of vision	12
HP:0100704	Cerebral visual impairment	875
HP:0030513	Difficulty adjusting from light to dark	11
HP:0025244	Subretinal pigment epithelium hemorrhage	450
HP:0000634	Impaired ocular abduction	71
HP:0025405	Visual fixation instability	557
HP:0000619	Impaired convergence	684
HP:0010543	Opsoclonus	680
HP:0007738	Uncontrolled eye movements	57
HP:0007704	Paroxysmal involuntary eye movements	10
HP:0031931	Ocular flutter	68
HP:0008003	Jerky ocular pursuit movements	4
HP:0007668	Impaired pursuit initiation and maintenance	13
HP:0007715	Weak extraocular muscles	57
HP:0012470	Setting-sun eye phenomenon	0
HP:0012246	Oculomotor nerve palsy	727
HP:0001477	Compensatory chin elevation	18
HP:0012123	Posterior uveitis	832
HP:0012121	Panuveitis	786
HP:0007813	Nongranulomatous uveitis	181
HP:0007717	Chronic irritative conjunctivitis	60
HP:0011859	Punctate keratitis	363
HP:0006837	Congenital Horner syndrome	86
HP:0007911	Congenital bilateral ptosis	299
HP:0000550	Undetectable electroretinogram	123
HP:0007965	Undetectable visual evoked potentials	51
HP:0008179	Decreased Arden ratio of electrooculogram	25
HP:0007728	Congenital miosis	15
HP:0030211	Slow pupillary light response	37
HP:0000557	Buphthalmos	368
HP:0008041	Late onset congenital glaucoma	28
HP:0008007	Primary congenital glaucoma	944
HP:0031790	Mixed astigmatism	844
HP:0000484	Hyperopic astigmatism	871
HP:0031792	Irregular astigmatism	789
HP:0500041	Myopic astigmatism	959
HP:0025612	Corneal astigmatism	912
HP:0031729	Moderate hypermetropia	362
HP:0031624	Moderate myopia	995
HP:0011003	High myopia	970
HP:0025573	Mild myopia	822
HP:0007906	Ocular hypertension	836
HP:0000522	Alacrima	191
HP:0000586	Shallow orbits	342
HP:0011496	Corneal neovascularization	935
HP:0100583	Corneal perforation	898
HP:0011523	Iris cyst	804
HP:0100693	Iridodonesis	39
HP:0009737	Lisch nodules	236
HP:0025358	Uveal ectropion	43
HP:0500007	Iris flocculi	10
HP:0001089	Iris atrophy	503
HP:0011524	Iris melanoma	690
HP:0001101	Iritis	472
HP:0008037	Absent anterior chamber of the eye	196
HP:0007765	Deep anterior chamber	806
HP:0000594	Shallow anterior chamber	989
HP:0001492	Axenfeld anomaly	263
HP:0000519	Developmental cataract	935
HP:0025492	Microcoria	47
HP:0001119	Keratoglobus	856
HP:0000659	Peters anomaly	247
HP:0012629	Phakodonesis	3
HP:0007685	Peripheral retinal avascularization	1
HP:0007843	Attenuation of retinal blood vessels	633
HP:0007850	Retinal vascular proliferation	864
HP:0000660	Lipemia retinalis	69
HP:0001095	Hypertensive retinopathy	924
HP:0000503	Tortuosity of conjunctival vessels	37
HP:0000524	Conjunctival telangiectasia	82
HP:0012635	Iris hypoperfusion	19
HP:0007774	Hypoplasia of the ciliary body	284
HP:0011480	Unilateral microphthalmos	103
HP:0007633	Bilateral microphthalmos	250
HP:0011478	True anophthalmia	16
HP:0007779	Anterior segment of eye aplasia	856
HP:0001107	Ocular albinism	504
HP:0030824	Mizuo phenomenon	22
HP:0001099	Fundus atrophy	967
HP:0001489	Posterior vitreous detachment	819
HP:0031153	Membranous vitreous appearance	294
HP:0030663	Optically empty vitreous	45
HP:0030672	Asteroid hyalosis	94
HP:0007710	Peripheral vitreous opacities	77
HP:0007841	Amyloid deposition in the vitreous humor	32
HP:0012055	Ciliary body melanoma	618
HP:0012054	Choroidal melanoma	825
HP:0100780	Conjunctival hamartoma	20
HP:0007800	Increased axial length of the globe	999
HP:0001116	Macular coloboma	37
HP:0025148	Dark choroid	397
HP:0001139	Choroideremia	427
HP:0030856	Posterior staphyloma	358
HP:0011536	Right atrial isomerism	870
HP:0011537	Left atrial isomerism	872
HP:0008848	Moderately short stature	614
HP:0003502	Mild short stature	974
HP:0003510	Severe short stature	827
HP:0012743	Abdominal obesity	933
HP:0008866	Failure to thrive secondary to recurrent infections	18
HP:0001531	Failure to thrive in infancy	418
HP:0001525	Severe failure to thrive	967
HP:0004326	Cachexia	841
HP:0031108	Triceps weakness	259
HP:0009005	Weakness of the intrinsic hand muscles	126
HP:0006006	Hypotrophy of the small hand muscles	3
HP:0003691	Scapular winging	277
HP:0008948	Proximal upper limb amyotrophy	95
HP:0040266	Proximal upper limb muscle hypertrophy	31
HP:0003731	Quadriceps muscle weakness	963
HP:0031189	Wrist drop	856
HP:0009049	Peroneal muscle atrophy	174
HP:0003707	Calf muscle pseudohypertrophy	29
HP:0008981	Calf muscle hypertrophy	204
HP:0009054	Scapuloperoneal myopathy	17
HP:0008962	Calf muscle hypoplasia	155
HP:0003733	Thigh hypertrophy	355
HP:0009031	Amyotrophy of ankle musculature	7
HP:0008116	Flexion limitation of toes	33
HP:0011916	Toe extensor amyotrophy	9
HP:0012515	Hip flexor weakness	254
HP:0005791	Cortical thickening of long bone diaphyses	59
HP:0008114	Metatarsal diaphyseal endosteal sclerosis	0
HP:0100252	Diaphyseal dysplasia	249
HP:0006371	Broad long bone diaphyses	23
HP:0004993	Slender long bones with narrow diaphyses	0
HP:0006470	Thin long bone diaphyses	33
HP:0012699	Anomaly of lower limb diaphyses	26
HP:0005019	Diaphyseal thickening	153
HP:0000941	Short diaphyses	567
HP:0006440	Increased density of long bone diaphyses	167
HP:0002810	Dumbbell-shaped metaphyses	3
HP:0003562	Abnormal metaphyseal vascular invasion	5
HP:0100959	Dense metaphyseal bands	9
HP:0003908	Corner fracture of metaphysis	7
HP:0004980	Metaphyseal rarefaction	8
HP:0001171	Split hand	943
HP:0003031	Ulnar bowing	85
HP:0002986	Radial bowing	120
HP:0005679	Dupuytren contracture	787
HP:0025131	Finger swelling	909
HP:0031092	Spindle-shaped finger	50
HP:0030771	Mallet finger	323
HP:0006150	Swan neck-like deformities of the fingers	1
HP:0004060	Trident hand	19
HP:0004283	Narrow palm	121
HP:0011302	Long palm	992
HP:0004279	Short palm	780
HP:0001169	Broad palm	271
HP:0001188	Hand clenching	270
HP:0004057	Mitten deformity	29
HP:0006228	Valgus hand deformity	118
HP:0001248	Short tubular bones of the hand	10
HP:0001178	Ulnar claw	77
HP:0001176	Large hands	989
HP:0004042	Ulnar metaphyseal irregularity	4
HP:0004019	Radial metaphyseal irregularity	4
HP:0003911	Flared humeral metaphysis	1
HP:0003909	Cortical subperiosteal resorption of humeral metaphyses	0
HP:0004050	Absent hand	985
HP:0200055	Small hand	987
HP:0005792	Short humerus	789
HP:0005025	Hypoplastic distal humeri	4
HP:0003862	Absent humerus	133
HP:0006439	Radioulnar dislocation	412
HP:0006595	Scapulohumeral synostosis	1
HP:0003941	Stippled calcification of the elbow	0
HP:0030865	Large elbow	986
HP:0003940	Osteoarthritis of the elbow	960
HP:0002967	Cubitus valgus	922
HP:0003102	Increased carrying angle	998
HP:0003070	Elbow ankylosis	127
HP:0003049	Ulnar deviation of the wrist	989
HP:0001225	Wrist swelling	960
HP:0003020	Enlargement of the wrists	372
HP:0003067	Madelung deformity	151
HP:0003994	Dislocated wrist	896
HP:0006112	Expanded phalanges with widened medullary cavities	0
HP:0003041	Humeroradial synostosis	14
HP:0006048	Distal widening of metacarpals	5
HP:0006086	Thin metacarpal cortices	11
HP:0011909	Flattened metacarpal heads	5
HP:0006160	Irregular metacarpals	52
HP:0006051	Metacarpal periosteal thickening	8
HP:0006232	Expanded metacarpals with widened medullary cavities	0
HP:0010493	Long metacarpals	622
HP:0006236	Slender metacarpals	26
HP:0006012	Widened metacarpal shaft	1
HP:0006174	Metacarpal diaphyseal endosteal sclerosis	0
HP:0003895	Flattened humeral epiphyses	5
HP:0004000	Cone-shaped distal radial epiphysis	1
HP:0200083	Severe limb shortening	616
HP:0003086	Acromesomelia	6
HP:0005011	Mesomelic arm shortening	6
HP:0004987	Mesomelic leg shortening	4
HP:0006385	Short lower limbs	999
HP:0005026	Mesomelic/rhizomelic limb shortening	1
HP:0004991	Rhizomelic arm shortening	3
HP:0012106	Rhizomelic leg shortening	0
HP:0006384	Club-shaped distal femur	0
HP:0031171	Femoral spur	50
HP:0010443	Bifid femur	15
HP:0006375	Dumbbell-shaped femur	5
HP:0031846	Femur fracture	936
HP:0006432	Trapezoidal distal femoral condyles	7
HP:0006406	Club-shaped proximal femur	0
HP:0006408	Distal tapering femur	147
HP:0006437	Disproportionate prominence of the femoral medial condyle	1
HP:0004975	Erlenmeyer flask deformity of the femurs	10
HP:0001853	Bifid distal phalanx of toe	2
HP:0008144	Flattening of the talar dome	13
HP:0004688	Irregular tarsal bones	54
HP:0004679	Large tarsal bones	550
HP:0006234	Osteolysis involving tarsal bones	20
HP:0008133	Distal tapering of metatarsals	5
HP:0010508	Metatarsus valgus	945
HP:0008078	Thin metatarsal cortices	6
HP:0008102	Expanded metatarsals with widened medullary cavities	0
HP:0008125	Second metatarsal posteriorly placed	1
HP:0005194	Flattened metatarsal heads	16
HP:0001840	Metatarsus adductus	281
HP:0012107	Increased fibular diameter	41
HP:0003085	Long fibula	976
HP:0010502	Fibular bowing	104
HP:0031107	Decreased fibular diameter	13
HP:0010503	Fibular duplication	53
HP:0009736	Tibial pseudarthrosis	393
HP:0031260	Triangular tibia	87
HP:0034044	Trident pelvis	7
HP:0045087	Hip joint hypermobility	131
HP:0030043	Hip subluxation	945
HP:0030883	Femoroacetabular impingement	921
HP:0006380	Knee flexion contracture	927
HP:0030866	Large knee	991
HP:0006400	Absent knee epiphyses	15
HP:0005086	Knee osteoarthritis	776
HP:0005715	Flattened knee epiphyses	14
HP:0032072	Popliteal synovial cyst	387
HP:0011448	Ankle clonus	129
HP:0006460	Increased laxity of ankles	164
HP:0004684	Talipes valgus	924
HP:0006466	Ankle flexion contracture	177
HP:0003029	Enlargement of the ankles	631
HP:0001785	Ankle swelling	943
HP:0006414	Distal tibial bowing	138
HP:0003438	Absent Achilles reflex	781
HP:0100870	Plantar telangiectasia	5
HP:0007403	Hypertrophy of skin of soles	6
HP:0007446	Palmoplantar blistering	102
HP:0007469	Palmoplantar cutis gyrata	3
HP:0007410	Palmoplantar hyperhidrosis	118
HP:0008113	Multiple plantar creases	13
HP:0007517	Palmoplantar cutis laxa	2
HP:0010612	Plantar pits	69
HP:0033005	Plantar warts	282
HP:0032649	Skewfoot	13
HP:0001771	Achilles tendon contracture	185
HP:0008112	Plantar flexion contractures	82
HP:0010510	Hypermobility of toe joints	21
HP:0008094	Widely spaced toes	16
HP:0008141	Dislocation of toes	131
HP:0011309	Tapered toe	40
HP:0001782	Bulbous tips of toes	1
HP:0011308	Slender toe	37
HP:0001852	Sandal gap	24
HP:0004690	Thickened Achilles tendon	149
HP:0025441	Achilles tendon calcification	189
HP:0001773	Short foot	992
HP:0030032	Partial absence of foot	123
HP:0008075	Progressive pes cavus	113
HP:0006423	Peg-like central prominence of distal tibial metaphyses	0
HP:0002834	Flared femoral metaphysis	4
HP:0030836	Wrist pain	948
HP:0025238	Foot pain	873
HP:0030840	Ankle pain	925
HP:0010992	Stress urinary incontinence	776
HP:0040183	Encopresis	275
HP:0000139	Uterine prolapse	761
HP:0100541	Femoral hernia	864
HP:0002933	Ventral hernia	672
HP:0001539	Omphalocele	780
HP:0004872	Incisional hernia	811
HP:0000023	Inguinal hernia	713
HP:0025195	Central diaphragmatic hernia	293
HP:0032592	Aplasia of the right hemidiaphragm	47
HP:0009112	Aplasia of the left hemidiaphragm	35
HP:0025194	Morgagni diaphragmatic hernia	807
HP:0005876	Progressive flexion contractures	280
HP:0005781	Contractures of the large joints	365
HP:0004631	Decreased cervical spine flexion due to contractures of posterior cervical muscles	1
HP:0005997	Neck joint contracture	174
HP:0002828	Multiple joint contractures	721
HP:0000683	Grayish enamel	6
HP:0000705	Amelogenesis imperfecta	851
HP:0009722	Dental enamel pits	192
HP:0033785	Enamel agenesis	925
HP:0011060	Dentinogenesis imperfecta limited to primary teeth	3
HP:0000694	Odontodysplasia	142
HP:0005017	Polyarticular chondrocalcinosis	9
HP:0100837	Atrophodermia vermiculata	88
HP:0010562	Keloids	835
HP:0004552	Scarring alopecia of scalp	744
HP:0000287	Increased facial adipose tissue	584
HP:0009059	Congenital generalized lipodystrophy	374
HP:0100578	Lipoatrophy	724
HP:0009064	Generalized lipodystrophy	535
HP:0025383	Dorsocervical fat pad	46
HP:0007552	Abnormal subcutaneous fat tissue distribution	129
HP:0007525	Yellow subcutaneous tissue covered by thin, scaly skin	0
HP:0009003	Increased subcutaneous truncal adipose tissue	40
HP:0025128	Reduced intraabdominal adipose tissue	407
HP:0003809	Reduced intrathoracic adipose tissue	6
HP:0008993	Increased intraabdominal fat	995
HP:0001491	Congenital fibrosis of extraocular muscles	190
HP:0012242	Superior rectus atrophy	58
HP:0003200	Ragged-red muscle fibers	463
HP:0025717	Skeletal muscle autophagosome accumulation	95
HP:0100293	Hypertrophied muscle fibers	978
HP:0030230	Central core regions in muscle fibers	46
HP:0003687	Centrally nucleated skeletal muscle fibers	99
HP:0003713	Muscle fiber necrosis	992
HP:0031238	Necklace skeletal muscle fibers	10
HP:0100297	Increased endomysial connective tissue	40
HP:0003805	Rimmed vacuoles	399
HP:0034045	Angulated muscle fibers	49
HP:0100298	Motheaten muscle fibers	11
HP:0003555	Muscle fiber splitting	319
HP:0003736	Autophagic vacuoles	976
HP:0003791	Deposits immunoreactive to beta-amyloid protein	417
HP:0003558	Viral infection-induced rhabdomyolysis	2
HP:0009045	Exercise-induced rhabdomyolysis	180
HP:0008942	Acute rhabdomyolysis	816
HP:0004660	Hypoplasia of facial musculature	49
HP:0000338	Hypomimic face	4
HP:0000317	Facial myokymia	800
HP:0012892	Facial muscle hypertrophy	229
HP:0000297	Facial hypotonia	961
HP:0002491	Spasticity of facial muscles	43
HP:0003741	Congenital muscular dystrophy	934
HP:0008970	Scapulohumeral muscular dystrophy	9
HP:0008978	Necrotizing myopathy	856
HP:0009071	Inflammatory myopathy	939
HP:0003756	Skeletal myopathy	916
HP:0003715	Myofibrillar myopathy	280
HP:0003458	EMG: myopathic abnormalities	160
HP:0009110	Diaphragmatic eventration	347
HP:0009109	Denervation of the diaphragm	229
HP:0012893	Neck muscle hypertrophy	282
HP:0005988	Congenital muscular torticollis	284
HP:0040287	Axial muscle atrophy	426
HP:0006921	Axial muscle stiffness	274
HP:0006779	Alveolar rhabdomyosarcoma	881
HP:0004661	Frontalis muscle weakness	31
HP:0003551	Difficulty climbing stairs	318
HP:0002355	Difficulty walking	787
HP:0003698	Difficulty standing	991
HP:0033235	Difficulty descending stairs	45
HP:0009046	Difficulty running	924
HP:0002359	Frequent falls	994
HP:0100287	EMG: slow motor conduction	230
HP:0100288	EMG: myokymic discharges	53
HP:0003730	EMG: myotonic runs	6
HP:0100284	EMG: myotonic discharges	118
HP:0012904	Cold-sensitive myotonia	4
HP:0012900	Myotonia of the face	30
HP:0011809	Paradoxical myotonia	14
HP:0012901	Myotonia of the jaw	7
HP:0012902	Myotonia of the lower limb	31
HP:0003740	Myotonia with warm-up phenomenon	25
HP:0012903	Myotonia of the upper limb	26
HP:0012899	Handgrip myotonia	21
HP:0003548	Subsarcolemmal accumulations of abnormally shaped mitochondria	1
HP:0003688	Cytochrome C oxidase-negative muscle fibers	69
HP:0011964	Intermittent painful muscle spasms	65
HP:0031372	Cold paresis	60
HP:0003704	Scapuloperoneal weakness	40
HP:0003327	Axial muscle weakness	423
HP:0002421	Poor head control	989
HP:0031374	Ankle weakness	978
HP:0003324	Generalized muscle weakness	917
HP:0012507	Weakness of orbicularis oculi muscle	40
HP:0008967	Exercise-induced muscle stiffness	109
HP:0009020	Exercise-induced muscle fatigue	884
HP:0034226	Champagne cork sign	0
HP:0002655	Spondyloepiphyseal dysplasia	815
HP:0002657	Spondylometaphyseal dysplasia	112
HP:0002654	Multiple epiphyseal dysplasia	815
HP:0005716	Lethal skeletal dysplasia	417
HP:0005775	Multiple skeletal anomalies	984
HP:0002651	Spondyloepimetaphyseal dysplasia	156
HP:0002656	Epiphyseal dysplasia	958
HP:0025369	Thick growth plates	852
HP:0008271	Abnormal cartilage collagen	11
HP:3000038	Abnormal cricoid cartilage morphology	115
HP:0005701	Multiple enchondromatosis	261
HP:0100773	Cartilage destruction	991
HP:0025232	Bursitis	770
HP:0008442	Vertebral hyperostosis	860
HP:0006446	Dysplastic patella	80
HP:0034159	Paget disease of bone	773
HP:0012276	Digital flexor tenosynovitis	697
HP:0010874	Tendon xanthomatosis	228
HP:0100550	Tendon rupture	927
HP:0032523	Tendon thickening	721
HP:0001386	Joint swelling	873
HP:0020127	Periarticular soft-tissue mass	58
HP:0005187	Progressive joint destruction	991
HP:0003023	Bowing of limbs due to multiple fractures	7
HP:0005855	Multiple prenatal fractures	70
HP:0002756	Pathologic fracture	759
HP:0002661	Painless fractures due to injury	267
HP:0007626	Mandibular osteomyelitis	834
HP:0005661	Salmonella osteomyelitis	233
HP:0005010	Osteomyelitis leading to amputation due to slow healing fractures	0
HP:0002135	Basal ganglia calcification	813
HP:0034293	Temporal lobe calcification	107
HP:0100250	Meningeal calcification	397
HP:0005671	Bilateral intracerebral calcifications	22
HP:0007229	Intracerebral periventricular calcifications	5
HP:0005462	Calcification of falx cerebri	189
HP:0007346	Subcortical white matter calcifications	98
HP:0006960	Choroid plexus calcification	89
HP:0005103	Calcification of the auricular cartilage	63
HP:0002764	Stippled chondral calcification	0
HP:0006600	Progressive calcification of costochondral cartilage	0
HP:0006646	Costal cartilage calcification	63
HP:0006619	Anterior rib punctate calcifications	0
HP:0002461	Dense calcifications in the cerebellar dentate nucleus	2
HP:0004241	Stippled calcification in carpal bones	1
HP:0004240	Sclerotic foci within carpal bones	0
HP:0003902	Epiphyseal stippling of the humerus	2
HP:0004695	Calcaneal epiphyseal stippling	0
HP:0005756	Neonatal epiphyseal stippling	31
HP:0030015	Female anorgasmia	136
HP:0000042	Absent external genitalia	205
HP:0003247	Overgrowth of external genitalia	9
HP:0000148	Vaginal atresia	866
HP:0012245	Sex reversal	991
HP:0008633	Agonadism	14
HP:0008639	Gonadal hypoplasia	891
HP:0100779	Urogenital sinus anomaly	312
HP:0008706	Distal urethral duplication	37
HP:0008722	Urethral diverticulum	678
HP:0012786	Recurrent cystitis	959
HP:0012787	Recurrent pyelonephritis	740
HP:0005575	Hemolytic-uremic syndrome	697
HP:0100817	Renovascular hypertension	772
HP:0031033	Impaired urinary acidification	116
HP:0000112	Nephropathy	831
HP:0030036	Isothenuria	0
HP:0030409	Renal transitional cell carcinoma	906
HP:0006735	Renal cortical adenoma	241
HP:0006693	Myocardial steatosis	973
HP:0005132	Pericardial constriction	826
HP:0005183	Pericardial lymphangiectasia	31
HP:0011599	Mesocardia	38
HP:4000004	Myocardial late gadolinium enhancement	936
HP:0001700	Myocardial necrosis	938
HP:0031318	Myofiber disarray	51
HP:0012819	Myocarditis	635
HP:0001706	Endocardial fibroelastosis	699
HP:0006685	Endocardial fibrosis	816
HP:0011565	Common atrium	986
HP:0004383	Hypoplastic left heart	789
HP:0010954	Hypoplastic right heart	926
HP:0001696	Situs inversus totalis	710
HP:0002408	Cerebral arteriovenous malformation	912
HP:0005318	Cerebral vasculitis	718
HP:0033522	Cerebral cavernous malformation	840
HP:0012520	Dilation of Virchow-Robin spaces	151
HP:0000471	Gastrointestinal angiodysplasia	811
HP:0002604	Gastrointestinal telangiectasia	508
HP:0031687	Abnormally loud pulmonic component of the second heart sound	1
HP:0031662	Fixed splitting of the second heart sound	11
HP:0031663	Paradoxical splitting of the second heart sound	2
HP:0031659	Fourth heart sound	85
HP:0031658	Third heart sound	259
HP:0032092	Left ventricular outflow tract obstruction	818
HP:0034307	Elevated left ventricular end-diastolic diameter	295
HP:0025168	Left ventricular diastolic dysfunction	885
HP:0001708	Right ventricular failure	843
HP:0001705	Right ventricular outlet tract obstruction	805
HP:0025017	Capillary fragility	137
HP:0030005	Capillary leak	861
HP:0002639	Budd-Chiari syndrome	702
HP:0025019	Arterial rupture	762
HP:0025324	Arterial occlusion	807
HP:0004417	Intermittent claudication	785
